"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","mean","sd","SKO"
"126089",0.39,0.48,0,0.13,0,0,0,0,0,0,0,0.534095941,0.280116495,0.208813475,0.567567568,0.25,29.0704102127597,3.14574677257318,0.151195663232807
"294158",0.372,0.488,0,0.14,0,0,0,0,0,0,0,0.569516714,0.268996558,0.212491839,0.632432432,0.25,29.4876215819162,2.92462311460741,0.150856211289696
"126053",0.462,0.48,0,0.058,0,0,0,0,0,0,0,0.327117646,0.33349219,0.131962284,0.567567568,0.25,27.3042022208906,4.05689596437928,0.150771874169379
"126090",0.388,0.48,0,0.132,0,0,0,0,0,0,0,0.539385122,0.278633836,0.210290641,0.567567568,0.25,29.1161313350313,3.1169777398901,0.150412185660028
"39",0.4,0.474,0,0.126,0,0,0,0,0,0,0,0.51654379,0.286380725,0.208208659,0.518918919,0.25,27.2865469518014,4.06253453966915,0.150292985311521
"126052",0.464,0.48,0,0.056,0,0,0,0,0,0,0,0.320865403,0.334974848,0.129002775,0.567567568,0.25,27.2470015906831,4.08116568117351,0.150073015643465
"42021",0.466,0.476,0,0.058,0,0,0,0,0,0,0,0.32366902,0.335209602,0.132895318,0.535135135,0.25,26.6555656617495,4.37930033525177,0.149735585455163
"126091",0.386,0.48,0,0.134,0,0,0,0,0,0,0,0.54465146,0.277151178,0.211738067,0.567567568,0.25,29.1618877105607,3.08791227240245,0.149581774486106
"294159",0.37,0.488,0,0.142,0,0,0,0,0,0,0,0.574753498,0.267489189,0.2137816,0.632432432,0.25,29.5243142515793,2.89757873556765,0.149557393649975
"126051",0.466,0.48,0,0.054,0,0,0,0,0,0,0,0.314583361,0.336457506,0.125984119,0.567567568,0.25,27.189924735176,4.1054125512267,0.149390119807985
"38",0.402,0.474,0,0.124,0,0,0,0,0,0,0,0.511231239,0.28784485,0.206609515,0.518918919,0.25,27.2455214488289,4.07445194531969,0.149022351325627
"126092",0.384,0.48,0,0.136,0,0,0,0,0,0,0,0.549895098,0.27566852,0.213156054,0.567567568,0.25,29.2079885639724,3.05857290704797,0.14873427972154
"126050",0.468,0.48,0,0.052,0,0,0,0,0,0,0,0.308271284,0.337940164,0.122904385,0.567567568,0.25,27.1329796989345,4.1296509078546,0.148725437174335
"294164",0.36,0.488,0,0.152,0,0,0,0,0,0,0,0.600604438,0.259952343,0.219809007,0.632432432,0.25,29.7186019554395,2.79002317747975,0.148659759807795
"42020",0.468,0.476,0,0.056,0,0,0,0,0,0,0,0.317452589,0.336679905,0.129915935,0.535135135,0.25,26.6004080660992,4.39617476537373,0.148253076503681
"294160",0.368,0.488,0,0.144,0,0,0,0,0,0,0,0.579967903,0.26598182,0.215042938,0.632432432,0.25,29.5611294044345,2.87014312233216,0.148202334448453
"126049",0.47,0.48,0,0.05,0,0,0,0,0,0,0,0.301928935,0.339422822,0.119761492,0.567567568,0.25,27.0761747368881,4.15389613399126,0.148081320453213
"126093",0.382,0.48,0,0.138,0,0,0,0,0,0,0,0.555116175,0.274185862,0.214544895,0.567567568,0.25,29.2544252345378,3.02895614210249,0.147868282224224
"37",0.404,0.474,0,0.122,0,0,0,0,0,0,0,0.505895443,0.289308975,0.204979358,0.518918919,0.25,27.2046786798894,4.08639247288829,0.147782053243538
"126094",0.38,0.48,0,0.14,0,0,0,0,0,0,0,0.560314831,0.272703204,0.215904872,0.567567568,0.25,29.3008832579814,2.99903129507015,0.146951791979654
"42019",0.47,0.476,0,0.054,0,0,0,0,0,0,0,0.311206542,0.338150207,0.126877403,0.535135135,0.25,26.5453239063913,4.41318297777496,0.146814019093323
"294161",0.366,0.488,0,0.146,0,0,0,0,0,0,0,0.585160065,0.264474451,0.216276106,0.632432432,0.25,29.5980615027163,2.84231386949243,0.146790309441449
"36",0.406,0.474,0,0.12,0,0,0,0,0,0,0,0.500536254,0.2907731,0.203317827,0.518918919,0.25,27.1638265564986,4.09835507280131,0.146557854641639
"126095",0.378,0.48,0,0.142,0,0,0,0,0,0,0,0.565491203,0.271220545,0.217236258,0.567567568,0.25,29.3472902158114,2.96880553194547,0.145979612504156
"42018",0.472,0.476,0,0.052,0,0,0,0,0,0,0,0.304930645,0.33962051,0.123777791,0.535135135,0.25,26.4903189350196,4.43033852029254,0.145419642690113
"294163",0.362,0.488,0,0.15,0,0,0,0,0,0,0,0.5954782,0.261459712,0.218658908,0.632432432,0.25,29.6703653391594,2.79605788992708,0.145398299661893
"35",0.408,0.474,0,0.118,0,0,0,0,0,0,0,0.49515352,0.292237225,0.201624545,0.518918919,0.25,27.1229686010235,4.11034064505862,0.145349912639082
"126096",0.376,0.48,0,0.144,0,0,0,0,0,0,0,0.570645426,0.269737887,0.218539316,0.567567568,0.25,29.3957624071148,2.93928326677546,0.145296957296517
"294162",0.364,0.488,0,0.148,0,0,0,0,0,0,0,0.590330119,0.262967081,0.217481351,0.632432432,0.25,29.6320578518931,2.81443796573272,0.145112169897773
"126097",0.374,0.48,0,0.146,0,0,0,0,0,0,0,0.575777635,0.268255229,0.219814301,0.567567568,0.25,29.4458361191117,2.91011184862047,0.144807668508651
"126098",0.372,0.48,0,0.148,0,0,0,0,0,0,0,0.580887962,0.266772571,0.221061461,0.567567568,0.25,29.4958579161803,2.88060618323765,0.144258113877493
"34",0.41,0.474,0,0.116,0,0,0,0,0,0,0,0.48974709,0.29370135,0.199899124,0.518918919,0.25,27.0821084162719,4.12235021310931,0.144158397453638
"42017",0.474,0.476,0,0.05,0,0,0,0,0,0,0,0.298624663,0.341090813,0.120615014,0.535135135,0.25,26.4353989962177,4.44765607316336,0.144071280723208
"126099",0.37,0.48,0,0.15,0,0,0,0,0,0,0,0.585976539,0.265289913,0.222281033,0.567567568,0.25,29.545823292425,2.85076157748247,0.143646641486255
"33",0.412,0.474,0,0.114,0,0,0,0,0,0,0,0.484316809,0.295165475,0.198141159,0.518918919,0.25,27.0412496480509,4.1343849457879,0.142983492305836
"126100",0.368,0.48,0,0.152,0,0,0,0,0,0,0,0.591043495,0.263807254,0.223473249,0.567567568,0.25,29.595727800386,2.82057314330129,0.142971592355723
"126101",0.366,0.48,0,0.154,0,0,0,0,0,0,0,0.596088957,0.262324596,0.224638331,0.567567568,0.25,29.6436216406409,2.79003981280143,0.14206362862218
"32",0.414,0.474,0,0.112,0,0,0,0,0,0,0,0.47886252,0.2966296,0.196350231,0.518918919,0.25,27.0003960080785,4.14644615256478,0.141825393864929
"126102",0.364,0.48,0,0.156,0,0,0,0,0,0,0,0.601113055,0.260841938,0.225776496,0.567567568,0.25,29.6953174922052,2.76021326458123,0.141599779111605
"126103",0.362,0.48,0,0.158,0,0,0,0,0,0,0,0.606115911,0.25935928,0.226887954,0.567567568,0.25,29.7491111765582,2.73086661090449,0.141397614562623
"126104",0.36,0.48,0,0.16,0,0,0,0,0,0,0,0.611097651,0.257876622,0.227972906,0.567567568,0.25,29.8028569630873,2.70111967304385,0.141125256798142
"126106",0.356,0.48,0,0.164,0,0,0,0,0,0,0,0.620998271,0.254911305,0.230064071,0.567567568,0.25,29.9162008479542,2.64019948841898,0.140857489146481
"126105",0.358,0.48,0,0.162,0,0,0,0,0,0,0,0.616058398,0.256393963,0.229031548,0.567567568,0.25,29.8571346217423,2.67091222156669,0.140822638826649
"126107",0.354,0.48,0,0.166,0,0,0,0,0,0,0,0.625917393,0.253428647,0.231070657,0.567567568,0.25,29.9749879256896,2.60902703765732,0.140792884250784
"31",0.416,0.474,0,0.11,0,0,0,0,0,0,0,0.473384067,0.298093725,0.194525903,0.518918919,0.25,26.9595512862018,4.15853528525993,0.140684312810793
"126108",0.352,0.48,0,0.168,0,0,0,0,0,0,0,0.630815881,0.251945989,0.232051484,0.567567568,0.25,30.0334956441139,2.57738906536214,0.140626170008112
"126109",0.35,0.48,0,0.17,0,0,0,0,0,0,0,0.635693852,0.250463331,0.233006725,0.567567568,0.25,30.0917200298733,2.54527916582469,0.140354316980645
"126110",0.348,0.48,0,0.172,0,0,0,0,0,0,0,0.640551424,0.248980672,0.233936545,0.567567568,0.25,30.1496553159979,2.51269077987395,0.139974175268107
"30",0.418,0.474,0,0.108,0,0,0,0,0,0,0,0.467881289,0.29955785,0.192667723,0.518918919,0.25,26.9187193297574,4.17065395238702,0.13956047385537
"126111",0.346,0.48,0,0.174,0,0,0,0,0,0,0,0.64538871,0.247498014,0.234841106,0.567567568,0.25,30.2054830079801,2.47961954027504,0.139319438505645
"126112",0.344,0.48,0,0.176,0,0,0,0,0,0,0,0.650205826,0.246015356,0.235720564,0.567567568,0.25,30.2599696244295,2.44606311441956,0.138456668684671
"29",0.42,0.474,0,0.106,0,0,0,0,0,0,0,0.462354025,0.301021975,0.190775218,0.518918919,0.25,26.8779040635868,4.1828039192329,0.138454116597218
"126113",0.342,0.48,0,0.178,0,0,0,0,0,0,0,0.655002882,0.244532698,0.23657507,0.567567568,0.25,30.3141929000401,2.41200616197571,0.137479470210705
"28",0.422,0.474,0,0.104,0,0,0,0,0,0,0,0.456802109,0.3024861,0.188847899,0.518918919,0.25,26.8371094796158,4.19498711840067,0.137365495711765
"126114",0.34,0.48,0,0.18,0,0,0,0,0,0,0,0.659779992,0.24305004,0.237404769,0.567567568,0.25,30.3680946768895,2.37743903962343,0.136380286826814
"27",0.424,0.474,0,0.102,0,0,0,0,0,0,0,0.451225376,0.303950225,0.186885255,0.518918919,0.25,26.7963396632394,4.20720564867514,0.136294882031131
"126115",0.338,0.48,0,0.182,0,0,0,0,0,0,0,0.664537264,0.241567382,0.238209802,0.567567568,0.25,30.4243798936962,2.34231169632975,0.135394696815714
"26",0.426,0.474,0,0.1,0,0,0,0,0,0,0,0.445623659,0.30541435,0.184886754,0.518918919,0.25,26.7553985414233,4.21946466694063,0.13522999913421
"126116",0.336,0.48,0,0.184,0,0,0,0,0,0,0,0.669274808,0.240084723,0.238990306,0.567567568,0.25,30.4829877248811,2.30667127630467,0.134525239639083
"25",0.428,0.474,0,0.098,0,0,0,0,0,0,0,0.439996787,0.306878475,0.182851841,0.518918919,0.25,26.7138862020278,4.23177296692527,0.134146392134014
"126117",0.334,0.48,0,0.186,0,0,0,0,0,0,0,0.673992732,0.238602065,0.239746413,0.567567568,0.25,30.5425892989408,2.27049646515871,0.133647579832065
"24",0.43,0.474,0,0.096,0,0,0,0,0,0,0,0.434344586,0.3083426,0.180779938,0.518918919,0.25,26.6724036016493,4.244124954038,0.133082171678094
"126118",0.332,0.48,0,0.188,0,0,0,0,0,0,0,0.678691143,0.237119407,0.240478251,0.567567568,0.25,30.5995566470699,2.23378205917596,0.13243061217241
"23",0.432,0.474,0,0.094,0,0,0,0,0,0,0,0.428666884,0.309806725,0.17867044,0.518918919,0.25,26.6309551269944,4.25652351211818,0.132037669291457
"22",0.434,0.474,0,0.092,0,0,0,0,0,0,0,0.422963503,0.31127085,0.176522717,0.518918919,0.25,26.5895452473835,4.26897174652609,0.131013235797732
"126119",0.33,0.48,0,0.19,0,0,0,0,0,0,0,0.683370146,0.235636749,0.241185941,0.567567568,0.25,30.6462912300278,2.19657747849233,0.130195682271686
"21",0.436,0.474,0,0.09,0,0,0,0,0,0,0,0.417234264,0.312734975,0.174336108,0.518918919,0.25,26.5481785387887,4.28147298960998,0.130009242959164
"20",0.438,0.474,0,0.088,0,0,0,0,0,0,0,0.411478985,0.3141991,0.172109924,0.518918919,0.25,26.5068596897297,4.29403081201595,0.129026084681883
"19",0.44,0.474,0,0.086,0,0,0,0,0,0,0,0.405697483,0.315663225,0.16984344,0.518918919,0.25,26.4655935077518,4.3066490390584,0.128064178868397
"126120",0.328,0.48,0,0.192,0,0,0,0,0,0,0,0.688029846,0.234154091,0.241869605,0.567567568,0.25,30.6906176597032,2.16009922155629,0.12786969287465
"18",0.442,0.474,0,0.084,0,0,0,0,0,0,0,0.399889571,0.31712735,0.167535899,0.518918919,0.25,26.4254335068198,4.31929585119071,0.12718293148462
"17",0.444,0.474,0,0.082,0,0,0,0,0,0,0,0.394055061,0.318591475,0.165186504,0.518918919,0.25,26.386298735204,4.33197971010789,0.126376783226534
"126121",0.326,0.48,0,0.194,0,0,0,0,0,0,0,0.692670347,0.232671432,0.242529356,0.567567568,0.25,30.7338818109555,2.12364433485086,0.125454602490538
"16",0.446,0.474,0,0.08,0,0,0,0,0,0,0,0.388193761,0.3200556,0.162794421,0.518918919,0.25,26.3420531857537,4.34521137915642,0.125340787818424
"15",0.448,0.474,0,0.078,0,0,0,0,0,0,0,0.382305478,0.321519725,0.160358769,0.518918919,0.25,26.2942562264137,4.35885442127571,0.124156924991816
"14",0.45,0.474,0,0.076,0,0,0,0,0,0,0,0.376390016,0.32298385,0.157878624,0.518918919,0.25,26.2464738972168,4.37259032679328,0.122999936997324
"126122",0.324,0.48,0,0.196,0,0,0,0,0,0,0,0.697291751,0.231188774,0.243165305,0.567567568,0.25,30.7690670566753,2.08697036833338,0.122293735478286
"13",0.452,0.474,0,0.074,0,0,0,0,0,0,0,0.370447175,0.324447975,0.155353009,0.518918919,0.25,26.1987105386598,4.38642533422688,0.121870307892106
"168266",0.268,0.48,0.002,0.25,0,0,0,0,0,0,0,0.816950264,0.196477804,0.261616796,0.586486486,0.5,28.8370748957197,3.07362894351223,0.121771604392491
"12",0.454,0.474,0,0.072,0,0,0,0,0,0,0,0.364476753,0.3259121,0.152780895,0.518918919,0.25,26.1509705691396,4.40036610651702,0.12076855352497
"168265",0.27,0.48,0.002,0.248,0,0,0,0,0,0,0,0.812796938,0.197967523,0.261609676,0.586486486,0.5,28.8297759320633,3.06635226340829,0.12020138755925
"11",0.456,0.474,0,0.07,0,0,0,0,0,0,0,0.358478547,0.327376225,0.150161195,0.518918919,0.25,26.103258487535,4.4144197653673,0.119695224815215
"131401",0.266,0.48,0,0.25,0,0,0,0.004,0,0,0,0.8210756,0.199389286,0.270014118,0.578378378,0.5,28.8884344510002,3.0289449894488,0.119093433186898
"126123",0.322,0.48,0,0.198,0,0,0,0,0,0,0,0.70189416,0.229706116,0.243777559,0.567567568,0.25,30.801832664068,2.05022220194052,0.118929050784948
"126149",0.27,0.48,0,0.25,0,0,0,0,0,0,0,0.8151994,0.191157003,0.251646954,0.567567568,0.25,31.6178461183822,1.63187475683366,0.118702128430456
"10",0.458,0.474,0,0.068,0,0,0,0,0,0,0,0.352452349,0.328840349,0.147492755,0.518918919,0.25,26.0555788465735,4.42859394382509,0.118650911436597
"168264",0.272,0.48,0.002,0.246,0,0,0,0,0,0,0,0.808626897,0.199457241,0.261580368,0.586486486,0.5,28.809318995978,3.06182135741161,0.118093097152159
"131400",0.268,0.48,0,0.248,0,0,0,0.004,0,0,0,0.8169093,0.200875474,0.270018582,0.578378378,0.5,28.8950350416402,3.01643901457544,0.117787578934025
"9",0.46,0.474,0,0.066,0,0,0,0,0,0,0,0.346397948,0.330304474,0.144774354,0.518918919,0.25,26.0079362723306,4.44289681289313,0.11763624504207
"170791",0.266,0.482,0,0.25,0,0,0,0.002,0,0,0,0.821223557,0.193938752,0.260317571,0.589189189,0.5,28.8125405546048,3.0549220142468,0.117349309822354
"8",0.462,0.474,0,0.064,0,0,0,0,0,0,0,0.340315132,0.331768599,0.142004698,0.518918919,0.25,25.9603355079332,4.45733712920601,0.116651906177553
"126148",0.272,0.48,0,0.248,0,0,0,0,0,0,0,0.811058305,0.192639661,0.251624413,0.567567568,0.25,31.5806560561254,1.63895669835243,0.116604781827157
"170790",0.268,0.482,0,0.248,0,0,0,0.002,0,0,0,0.817057243,0.195429353,0.260321029,0.589189189,0.5,28.8217400719873,3.04429976984749,0.116507136355631
"168263",0.274,0.48,0.002,0.244,0,0,0,0,0,0,0,0.804440061,0.20094696,0.261528848,0.586486486,0.5,28.7927477791541,3.05771235043242,0.116342810779549
"131399",0.27,0.48,0,0.246,0,0,0,0.004,0,0,0,0.812726252,0.202361663,0.270000727,0.578378378,0.5,28.8834616127495,3.00913544409165,0.115930500562786
"7",0.464,0.474,0,0.062,0,0,0,0,0,0,0,0.334203684,0.333232724,0.139182405,0.518918919,0.25,25.9127813510269,4.47192430687431,0.11569862793384
"126124",0.32,0.48,0,0.2,0,0,0,0,0,0,0,0.706477675,0.228223458,0.244366222,0.567567568,0.25,30.8344823095599,2.01281665104479,0.115470167350709
"170789",0.27,0.482,0,0.246,0,0,0,0.002,0,0,0,0.812874184,0.196919954,0.260302235,0.589189189,0.5,28.8165663545107,3.03658192373417,0.115063322731704
"6",0.466,0.474,0,0.06,0,0,0,0,0,0,0,0.328063386,0.334696849,0.136306008,0.518918919,0.25,25.8652787263749,4.48666845268143,0.114777202831865
"168262",0.276,0.48,0.002,0.242,0,0,0,0,0,0,0,0.800236352,0.202436678,0.261455087,0.586486486,0.5,28.7778716265266,3.05349222485673,0.11471307112962
"126147",0.274,0.48,0,0.246,0,0,0,0,0,0,0,0.806900534,0.194122319,0.251579795,0.567567568,0.25,31.5421246870404,1.64535598737078,0.114292566785935
"5",0.468,0.474,0,0.058,0,0,0,0,0,0,0,0.321894015,0.336160974,0.133373938,0.518918919,0.25,25.8178326432294,4.50158045594509,0.11388848946068
"128775",0.268,0.48,0,0.25,0,0,0,0.002,0,0,0,0.81815088,0.195266967,0.261813193,0.572972973,0.5,29.1783910306124,2.84470979772971,0.113678691021539
"131398",0.272,0.48,0,0.244,0,0,0,0.004,0,0,0,0.808526378,0.203847851,0.26996053,0.578378378,0.5,28.8572102636775,3.00585329867581,0.113625609693756
"168261",0.278,0.48,0.002,0.24,0,0,0,0,0,0,0,0.796015688,0.203926397,0.261359055,0.586486486,0.5,28.7633706342011,3.04882584782961,0.113063358667903
"170788",0.272,0.482,0,0.244,0,0,0,0.002,0,0,0,0.808674297,0.198410555,0.260261166,0.589189189,0.5,28.7980431471957,3.03143112344059,0.113059429998712
"4",0.47,0.474,0,0.056,0,0,0,0,0,0,0,0.315695346,0.337625099,0.130384515,0.518918919,0.25,25.7704482234856,4.51667206020787,0.11303342082252
"3",0.472,0.474,0,0.054,0,0,0,0,0,0,0,0.30946715,0.339089224,0.127335941,0.518918919,0.25,25.7231307166303,4.53195594689828,0.112213013180657
"126146",0.276,0.48,0,0.244,0,0,0,0,0,0,0,0.802726008,0.195604977,0.251513076,0.567567568,0.25,31.5057537466238,1.65116707969461,0.112098768889086
"86759",0.27,0.478,0,0.25,0,0,0,0.002,0,0,0,0.815050553,0.196656959,0.263316818,0.556756757,0.5,29.3922289074639,2.7252937104884,0.112013993471969
"128774",0.27,0.48,0,0.248,0,0,0,0.002,0,0,0,0.813997203,0.19675139,0.261804197,0.572972973,0.5,29.1753095261132,2.83429190293892,0.111974537468447
"126125",0.318,0.48,0,0.202,0,0,0,0,0,0,0,0.711042394,0.2267408,0.244931393,0.567567568,0.25,30.8670588321207,1.97473044395497,0.111922090982856
"131397",0.274,0.48,0,0.242,0,0,0,0.004,0,0,0,0.804309596,0.205334039,0.269897964,0.578378378,0.5,28.8334212087142,3.00344928555577,0.111644350972325
"168260",0.28,0.48,0.002,0.238,0,0,0,0,0,0,0,0.791777987,0.205416115,0.261240719,0.586486486,0.5,28.7492401366926,3.0440138864976,0.111435059290189
"2",0.474,0.474,0,0.052,0,0,0,0,0,0,0,0.303209195,0.340553349,0.124226281,0.518918919,0.25,25.6758854948226,4.54744584765684,0.111428376912889
"170787",0.274,0.482,0,0.242,0,0,0,0.002,0,0,0,0.804457505,0.199901156,0.260197794,0.589189189,0.5,28.7835537261358,3.02673621751724,0.111417462120482
"134027",0.264,0.48,0,0.25,0,0,0,0.006,0,0,0,0.823973591,0.203523961,0.277486444,0.583783784,0.5,28.6380940601296,3.09829188357739,0.111271124359216
"1",0.476,0.474,0,0.05,0,0,0,0,0,0,0,0.296921247,0.342017474,0.12105345,0.518918919,0.25,25.6287168678723,4.56315667435665,0.110680668057227
"134026",0.266,0.48,0,0.248,0,0,0,0.006,0,0,0,0.819794627,0.205011914,0.277504444,0.583783784,0.5,28.6449981809859,3.08596774183536,0.110073619895864
"170786",0.276,0.482,0,0.24,0,0,0,0.002,0,0,0,0.800223724,0.201391757,0.26011209,0.589189189,0.5,28.7709199920076,3.02192330851187,0.109901228825073
"86758",0.272,0.478,0,0.248,0,0,0,0.002,0,0,0,0.810909469,0.198135204,0.263295431,0.556756757,0.5,29.3594032814231,2.72673111001062,0.109845403687658
"168259",0.282,0.48,0.002,0.236,0,0,0,0,0,0,0,0.787523166,0.206905834,0.261100043,0.586486486,0.5,28.7338422818433,3.0393808233901,0.109761231415976
"126145",0.278,0.48,0,0.242,0,0,0,0,0,0,0,0.798534647,0.197087636,0.251424226,0.567567568,0.25,31.4688577667382,1.65592518083021,0.109707663430586
"128773",0.272,0.48,0,0.246,0,0,0,0.002,0,0,0,0.809826814,0.198235813,0.261773003,0.572972973,0.5,29.1453677555981,2.83313553941425,0.10969251266408
"131396",0.276,0.48,0,0.24,0,0,0,0.004,0,0,0,0.800075827,0.206820228,0.269813,0.578378378,0.5,28.8081142271384,3.00173885582466,0.109680062933401
"134025",0.268,0.48,0,0.246,0,0,0,0.006,0,0,0,0.81559888,0.206499868,0.277500001,0.583783784,0.5,28.6487562560798,3.07437308196621,0.108769570945384
"126126",0.316,0.48,0,0.204,0,0,0,0,0,0,0,0.715588416,0.225258141,0.245473167,0.567567568,0.25,30.8972594224128,1.93765236177579,0.108374564069051
"170785",0.278,0.482,0,0.238,0,0,0,0.002,0,0,0,0.795972874,0.202882358,0.260004023,0.589189189,0.5,28.7586919409872,3.01663059542402,0.108361270316815
"168258",0.284,0.48,0.002,0.234,0,0,0,0,0,0,0,0.783251144,0.208395552,0.260936988,0.586486486,0.5,28.718447054844,3.03442956284034,0.108062060606944
"86757",0.274,0.478,0,0.246,0,0,0,0.002,0,0,0,0.80675171,0.19961345,0.263251903,0.556756757,0.5,29.3262419898079,2.72851486375635,0.107736005923164
"131395",0.278,0.48,0,0.238,0,0,0,0.004,0,0,0,0.795824987,0.208306416,0.269705605,0.578378378,0.5,28.7831252233541,2.99959662385246,0.107705193177885
"128772",0.274,0.48,0,0.244,0,0,0,0.002,0,0,0,0.805639634,0.199720237,0.261719589,0.572972973,0.5,29.1174312924948,2.83172115705138,0.107549082595462
"126144",0.28,0.48,0,0.24,0,0,0,0,0,0,0,0.794326371,0.198570294,0.251313215,0.567567568,0.25,31.4314459491428,1.65958427253111,0.107121870661528
"170784",0.28,0.482,0,0.236,0,0,0,0.002,0,0,0,0.791704872,0.204372959,0.259873558,0.589189189,0.5,28.7472969164761,3.01134401563847,0.106891582595039
"134024",0.27,0.48,0,0.244,0,0,0,0.006,0,0,0,0.811386269,0.207987821,0.277473093,0.583783784,0.5,28.6260665648656,3.06914464310582,0.106577174989325
"168257",0.286,0.48,0.002,0.232,0,0,0,0,0,0,0,0.778961835,0.20988527,0.260751513,0.586486486,0.5,28.7034610105497,3.02892325803849,0.106333974374742
"168367",0.268,0.478,0.004,0.25,0,0,0,0,0,0,0,0.815600274,0.203150649,0.271124837,0.589189189,0.5,28.652250823724,3.05291732694433,0.106148183501269
"84234",0.272,0.476,0.002,0.25,0,0,0,0,0,0,0,0.81071386,0.19929662,0.264623945,0.554054054,0.5,29.3800882480107,2.68862221252445,0.105919302508781
"86756",0.276,0.478,0,0.244,0,0,0,0.002,0,0,0,0.802577195,0.201091695,0.263186206,0.556756757,0.5,29.2957799809747,2.7301190152739,0.105822836074875
"131394",0.28,0.48,0,0.236,0,0,0,0.004,0,0,0,0.791556994,0.209792604,0.269575746,0.578378378,0.5,28.7595592492882,2.99707942046393,0.105801127891706
"128771",0.276,0.48,0,0.242,0,0,0,0.002,0,0,0,0.801435584,0.20120466,0.261643926,0.572972973,0.5,29.0919922217595,2.83009562520111,0.105578856331497
"170783",0.282,0.482,0,0.234,0,0,0,0.002,0,0,0,0.787419634,0.20586356,0.259720657,0.589189189,0.5,28.7337565903238,3.00679335471906,0.105391427109504
"126127",0.314,0.48,0,0.206,0,0,0,0,0,0,0,0.720115839,0.223775483,0.245991637,0.567567568,0.25,30.9244352210334,1.9022584916876,0.104888092523455
"168238",0.324,0.48,0.002,0.194,0,0,0,0,0,0,0,0.694062837,0.238189921,0.252890636,0.586486486,0.5,28.553822122317,3.09046022690935,0.104683891502642
"168256",0.288,0.48,0.002,0.23,0,0,0,0,0,0,0,0.774655155,0.211374989,0.260543574,0.586486486,0.5,28.6888297890426,3.02282120968744,0.104569132476847
"126143",0.282,0.48,0,0.238,0,0,0,0,0,0,0,0.790101099,0.200052952,0.251180009,0.567567568,0.25,31.3948113345996,1.66212125326489,0.104456272974251
"168239",0.322,0.48,0.002,0.196,0,0,0,0,0,0,0,0.698697654,0.236700203,0.253513998,0.586486486,0.5,28.5739461983698,3.07785346452655,0.104337075154311
"126351",0.27,0.476,0.004,0.25,0,0,0,0,0,0,0,0.812491443,0.204548584,0.272637744,0.572972973,0.5,29.0266178022152,2.85345078269262,0.104329128296083
"134023",0.272,0.48,0,0.242,0,0,0,0.006,0,0,0,0.807156715,0.209475774,0.277423694,0.583783784,0.5,28.5999610449292,3.06478667259495,0.104309231341189
"168237",0.326,0.48,0.002,0.192,0,0,0,0,0,0,0,0.689408873,0.23967964,0.252243371,0.586486486,0.5,28.5199337589687,3.10389761108587,0.104255909536822
"168366",0.27,0.478,0.004,0.248,0,0,0,0,0,0,0,0.81144731,0.20464125,0.271120603,0.589189189,0.5,28.636793400332,3.04603816601842,0.104238224517798
"168240",0.32,0.48,0.002,0.198,0,0,0,0,0,0,0,0.703313427,0.235210485,0.254113564,0.586486486,0.5,28.5931959027227,3.06544329698926,0.103959451703194
"131393",0.282,0.48,0,0.234,0,0,0,0.004,0,0,0,0.787271765,0.211278793,0.269423383,0.578378378,0.5,28.7367976056795,2.99430760602855,0.103940982308542
"84233",0.274,0.476,0.002,0.248,0,0,0,0,0,0,0,0.806585674,0.200773983,0.264592119,0.554054054,0.5,29.3471184368934,2.69089602224557,0.103935795801762
"86755",0.278,0.478,0,0.242,0,0,0,0.002,0,0,0,0.798385845,0.202569941,0.263098313,0.556756757,0.5,29.265424695992,2.7314539453126,0.103907825191786
"170782",0.284,0.482,0,0.232,0,0,0,0.002,0,0,0,0.783117075,0.207354161,0.25954528,0.589189189,0.5,28.7187172145589,3.00234476581768,0.103821449974612
"168236",0.328,0.48,0.002,0.19,0,0,0,0,0,0,0,0.68473566,0.241169358,0.251572094,0.586486486,0.5,28.4833380914287,3.1177772497281,0.103717289183073
"128770",0.278,0.48,0,0.24,0,0,0,0.002,0,0,0,0.797214582,0.202689083,0.261545985,0.572972973,0.5,29.0668028336464,2.82798323298512,0.103586889507635
"168241",0.318,0.48,0.002,0.2,0,0,0,0,0,0,0,0.707910257,0.233720766,0.254689438,0.586486486,0.5,28.6124866757868,3.05299700170602,0.103579598570999
"168242",0.316,0.48,0.002,0.202,0,0,0,0,0,0,0,0.712488243,0.232231048,0.255241719,0.586486486,0.5,28.6314732408696,3.04054732146597,0.103179610607868
"168235",0.33,0.48,0.002,0.188,0,0,0,0,0,0,0,0.680043094,0.242659077,0.250876687,0.586486486,0.5,28.4387064304423,3.13294390481651,0.102843260373176
"168255",0.29,0.48,0.002,0.228,0,0,0,0,0,0,0,0.770331018,0.212864707,0.260313123,0.586486486,0.5,28.6738628928758,3.01600680885817,0.102709335371327
"134022",0.274,0.48,0,0.24,0,0,0,0.006,0,0,0,0.802910135,0.210963728,0.277351775,0.583783784,0.5,28.5786763597866,3.06212171044961,0.102600636462956
"168243",0.314,0.48,0.002,0.204,0,0,0,0,0,0,0,0.717047484,0.230741329,0.255770502,0.586486486,0.5,28.6418665426384,3.03069086227878,0.102565611355908
