"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","mean","sd","SKO"
"170762",0.324,0.482,0,0.192,0,0,0,0.002,0,0,0,0.693291597,0.237166181,0.251228697,0.589189189,0.5,28.570332431835,3.06379526894945,0.102286280962233
"170781",0.286,0.482,0,0.23,0,0,0,0.002,0,0,0,0.778797112,0.208844762,0.259347382,0.589189189,0.5,28.7038195284002,2.99749892612438,0.10222489197772
"168365",0.272,0.478,0.004,0.246,0,0,0,0,0,0,0,0.807277627,0.206131851,0.271094123,0.589189189,0.5,28.615391866164,3.04036231260257,0.102127649487301
"84232",0.276,0.476,0.002,0.246,0,0,0,0,0,0,0,0.802440843,0.202251346,0.264538211,0.554054054,0.5,29.3165310179069,2.69302566046782,0.102126072726213
"170763",0.322,0.482,0,0.194,0,0,0,0.002,0,0,0,0.697959547,0.23567558,0.251866799,0.589189189,0.5,28.5962357094836,3.04978761293764,0.102125753695682
"131392",0.284,0.48,0,0.232,0,0,0,0.004,0,0,0,0.782969215,0.212764981,0.269248477,0.578378378,0.5,28.7140292525424,2.99126832389181,0.102069737080334
"168244",0.312,0.48,0.002,0.206,0,0,0,0,0,0,0,0.721588079,0.229251611,0.256275879,0.586486486,0.5,28.6527728059151,3.02147445310451,0.102068147252006
"86754",0.28,0.478,0,0.24,0,0,0,0.002,0,0,0,0.794177579,0.204048186,0.262988193,0.556756757,0.5,29.2351856145047,2.73251355290776,0.101991500088257
"126350",0.272,0.476,0.004,0.248,0,0,0,0,0,0,0,0.808351066,0.206033007,0.272621077,0.572972973,0.5,28.9934455954044,2.8522924459896,0.101963683177987
"126142",0.284,0.48,0,0.236,0,0,0,0,0,0,0,0.785858749,0.20153561,0.251024572,0.567567568,0.25,31.3574224300335,1.66388522607609,0.101647676184687
"128769",0.28,0.48,0,0.238,0,0,0,0.002,0,0,0,0.792976547,0.204173506,0.261425732,0.572972973,0.5,29.0423181471361,2.82540204664338,0.101607082722152
"170764",0.32,0.482,0,0.196,0,0,0,0.002,0,0,0,0.702608311,0.234184979,0.25248096,0.589189189,0.5,28.6144732158276,3.03672687386092,0.101600304521046
"168245",0.31,0.48,0.002,0.208,0,0,0,0,0,0,0,0.726110124,0.227761892,0.256757939,0.586486486,0.5,28.6645910520529,3.01198818678454,0.101594350106717
"336129",0.46,0.49,0,0.05,0,0,0,0,0,0,0,0.30959143,0.336333951,0.117761974,0.648648649,0.25,27.4076677674263,3.62511247763735,0.101497629450655
"170761",0.326,0.482,0,0.19,0,0,0,0.002,0,0,0,0.688604357,0.238656782,0.250566543,0.589189189,0.5,28.5255506391302,3.07885568099956,0.10139090294614
"89385",0.268,0.478,0,0.25,0,0,0,0.004,0,0,0,0.818002474,0.200748389,0.271527095,0.562162162,0.5,29.281096255233,2.70525236687538,0.101387605315589
"168234",0.332,0.48,0.002,0.186,0,0,0,0,0,0,0,0.675331068,0.244148795,0.250157034,0.586486486,0.5,28.3829296334954,3.14883213453948,0.101380313463492
"168254",0.292,0.48,0.002,0.226,0,0,0,0,0,0,0,0.765989338,0.214354426,0.260060111,0.586486486,0.5,28.6663783259477,3.00940654040597,0.101374431085825
"126128",0.312,0.48,0,0.208,0,0,0,0,0,0,0,0.724624759,0.222292825,0.246486892,0.567567568,0.25,30.9520025704637,1.86590012401889,0.101319586980323
"170765",0.318,0.482,0,0.198,0,0,0,0.002,0,0,0,0.70723799,0.232694378,0.253071285,0.589189189,0.5,28.6327413335196,3.02362109916695,0.101071088961801
"168246",0.308,0.48,0.002,0.21,0,0,0,0,0,0,0,0.730613716,0.226272174,0.257216766,0.586486486,0.5,28.6755984198208,3.00229034469055,0.101041952524754
"126250",0.27,0.478,0.002,0.25,0,0,0,0,0,0,0,0.813845913,0.197856323,0.263116278,0.57027027,0.5,29.2601048784575,2.71222387206971,0.100917278732563
"134021",0.276,0.48,0,0.238,0,0,0,0.006,0,0,0,0.798646448,0.212451681,0.277257306,0.583783784,0.5,28.557741744509,3.05907502208909,0.10088598249752
"126452",0.27,0.474,0.006,0.25,0,0,0,0,0,0,0,0.811135991,0.211233783,0.281446784,0.575675676,0.5,28.7426055774474,2.96646858739478,0.100678868540024
"170780",0.288,0.482,0,0.228,0,0,0,0.002,0,0,0,0.774459658,0.210335363,0.259126919,0.589189189,0.5,28.6889906603448,2.99221619135378,0.100593049686583
"168364",0.274,0.478,0.004,0.244,0,0,0,0,0,0,0,0.803091146,0.207622452,0.271045371,0.589189189,0.5,28.5985895745256,3.03653886107789,0.100572468416745
"170766",0.316,0.482,0,0.2,0,0,0,0.002,0,0,0,0.711848687,0.231203777,0.253637877,0.589189189,0.5,28.6510773420782,3.01047421575342,0.100540984566031
"168247",0.306,0.48,0.002,0.212,0,0,0,0,0,0,0,0.735098949,0.224782455,0.257652442,0.586486486,0.5,28.6735683903314,2.99931895664238,0.100529921441412
"168253",0.294,0.48,0.002,0.224,0,0,0,0,0,0,0,0.761630029,0.215844144,0.259784483,0.586486486,0.5,28.66410584821,3.00372227763185,0.10049721807491
"170760",0.328,0.482,0,0.188,0,0,0,0.002,0,0,0,0.683897723,0.240147383,0.249880224,0.589189189,0.5,28.4804427916744,3.09386641595971,0.100481367180587
"131391",0.286,0.48,0,0.23,0,0,0,0.004,0,0,0,0.77864926,0.214251169,0.269050984,0.578378378,0.5,28.6936342930204,2.98850440768933,0.100409248715597
"84231",0.278,0.476,0.002,0.244,0,0,0,0,0,0,0,0.798279288,0.203728709,0.264462196,0.554054054,0.5,29.2860257781732,2.69494979911416,0.100320345458016
"86753",0.282,0.478,0,0.238,0,0,0,0.002,0,0,0,0.789952317,0.205526432,0.262855811,0.556756757,0.5,29.2041534018114,2.73451961173388,0.100178250014626
"170767",0.314,0.482,0,0.202,0,0,0,0.002,0,0,0,0.716440502,0.229713176,0.254180835,0.589189189,0.5,28.6662047328984,2.99952472147029,0.100090472143389
"336130",0.458,0.49,0,0.052,0,0,0,0,0,0,0,0.31602647,0.334820404,0.120856402,0.648648649,0.25,27.4325339636547,3.60040401426482,0.100018692184297
"168248",0.304,0.48,0.002,0.214,0,0,0,0,0,0,0,0.739565917,0.223292737,0.258065046,0.586486486,0.5,28.6670634001166,2.99837058248548,0.0999965314317704
"126349",0.274,0.476,0.004,0.246,0,0,0,0,0,0,0,0.804194004,0.20751743,0.272582217,0.572972973,0.5,28.9625362224685,2.85194479844055,0.099893235024715
"170768",0.312,0.482,0,0.204,0,0,0,0.002,0,0,0,0.721013534,0.228222575,0.254700253,0.589189189,0.5,28.6808596495854,2.98992118581683,0.099782948111824
"168252",0.296,0.48,0.002,0.222,0,0,0,0,0,0,0,0.757253001,0.217333863,0.259486183,0.586486486,0.5,28.6594406628232,2.99996491122826,0.0997203600055941
"168233",0.334,0.48,0.002,0.184,0,0,0,0,0,0,0,0.670599479,0.245638514,0.249413011,0.586486486,0.5,28.3221867746117,3.16505514249584,0.0996829074713362
"170759",0.33,0.482,0,0.186,0,0,0,0.002,0,0,0,0.67917159,0.241637984,0.249169621,0.589189189,0.5,28.4359432963663,3.10926510455332,0.0996707668182554
"128768",0.282,0.48,0,0.236,0,0,0,0.002,0,0,0,0.788721397,0.20565793,0.261283131,0.572972973,0.5,29.0171714433945,2.82296760582583,0.0996314892557144
"170769",0.31,0.482,0,0.206,0,0,0,0.002,0,0,0,0.72556788,0.226731974,0.255196222,0.589189189,0.5,28.6962679985978,2.98005498094166,0.0994891806268159
"89384",0.27,0.478,0,0.248,0,0,0,0.004,0,0,0,0.813848808,0.2022284,0.271519051,0.562162162,0.5,29.2749175350454,2.69414953606372,0.0994669046182831
"168249",0.302,0.48,0.002,0.216,0,0,0,0,0,0,0,0.744014715,0.221803018,0.258454652,0.586486486,0.5,28.6602076607966,2.99726550086091,0.0994231139985003
"134020",0.278,0.48,0,0.236,0,0,0,0.006,0,0,0,0.79436557,0.213939635,0.277140253,0.583783784,0.5,28.5383381211184,3.05593313174064,0.0992752696592249
"168363",0.276,0.478,0.004,0.242,0,0,0,0,0,0,0,0.798887787,0.209113053,0.27097432,0.589189189,0.5,28.5821859422021,3.03229228001261,0.0990051688444378
"131390",0.288,0.48,0,0.228,0,0,0,0.004,0,0,0,0.774311813,0.215737358,0.268830858,0.578378378,0.5,28.6750293136556,2.98585110330592,0.0988949668748264
"170779",0.29,0.482,0,0.226,0,0,0,0.002,0,0,0,0.770104626,0.211825964,0.25888384,0.589189189,0.5,28.6737987644572,2.98640309454337,0.0988882728569314
"168250",0.3,0.48,0.002,0.218,0,0,0,0,0,0,0,0.748445434,0.2203133,0.258821332,0.586486486,0.5,28.653546745173,2.99601281904315,0.0988454600361001
"170770",0.308,0.482,0,0.208,0,0,0,0.002,0,0,0,0.730103639,0.225241373,0.255668831,0.589189189,0.5,28.7058097284266,2.97030465975595,0.0988406400639102
"168251",0.298,0.48,0.002,0.22,0,0,0,0,0,0,0,0.752858166,0.218823581,0.259165154,0.586486486,0.5,28.6514209510757,2.99635557985382,0.0987561614485753
"126249",0.272,0.478,0.002,0.248,0,0,0,0,0,0,0,0.809705177,0.199339864,0.263096773,0.57027027,0.5,29.2283339972013,2.71163129595041,0.0987149044999651
"126141",0.286,0.48,0,0.234,0,0,0,0,0,0,0,0.781599237,0.203018268,0.250846864,0.567567568,0.25,31.3194144053907,1.66451417493635,0.0986584200664316
"170758",0.332,0.482,0,0.184,0,0,0,0.002,0,0,0,0.67442585,0.243128585,0.248434611,0.589189189,0.5,28.3820560553429,3.12715046519816,0.0986090619052553
"84230",0.28,0.476,0.002,0.242,0,0,0,0,0,0,0,0.794100929,0.205206072,0.264364042,0.554054054,0.5,29.2545697576266,2.6973088913182,0.0985363694997668
"336131",0.456,0.49,0,0.054,0,0,0,0,0,0,0,0.322430749,0.333306857,0.123887644,0.648648649,0.25,27.4579517192821,3.57527748536888,0.0985285109677494
"168232",0.336,0.48,0.002,0.182,0,0,0,0,0,0,0,0.665848216,0.247128232,0.248644489,0.586486486,0.5,28.2657316834478,3.1822262134985,0.0983938320492557
"126451",0.272,0.474,0.006,0.248,0,0,0,0,0,0,0,0.80699597,0.212719089,0.281432912,0.575675676,0.5,28.7109377412031,2.96396714064536,0.0983523648480032
"86752",0.284,0.478,0,0.236,0,0,0,0.002,0,0,0,0.785709975,0.207004677,0.262701131,0.556756757,0.5,29.169741120561,2.73779958350847,0.0983391383602697
"134019",0.28,0.48,0,0.234,0,0,0,0.006,0,0,0,0.790067418,0.215427588,0.277000578,0.583783784,0.5,28.5232612254662,3.05307352238727,0.0979841605623632
"170771",0.306,0.482,0,0.21,0,0,0,0.002,0,0,0,0.734620907,0.223750772,0.256118162,0.589189189,0.5,28.6992657141926,2.96643509828316,0.0979363680348585
"126348",0.276,0.476,0.004,0.244,0,0,0,0,0,0,0,0.80002018,0.209001853,0.272521139,0.572972973,0.5,28.9327270594304,2.85138258233714,0.0978984437838579
"168231",0.338,0.48,0.002,0.18,0,0,0,0,0,0,0,0.661077174,0.248617951,0.247851338,0.586486486,0.5,28.2181226922826,3.20072407145091,0.0978153030613645
"170757",0.334,0.482,0,0.182,0,0,0,0.002,0,0,0,0.669660397,0.244619186,0.247675068,0.589189189,0.5,28.328296086564,3.14572024152635,0.0976570529815615
"84335",0.272,0.474,0.004,0.25,0,0,0,0,0,0,0,0.809354896,0.206008296,0.274159167,0.556756757,0.5,29.2577891868046,2.68913051513217,0.0976559667053113
"126129",0.31,0.48,0,0.21,0,0,0,0,0,0,0,0.729115272,0.220810167,0.246959016,0.567567568,0.25,30.9795579298423,1.82853280678633,0.0976368572208159
"128767",0.284,0.48,0,0.234,0,0,0,0.002,0,0,0,0.784449048,0.207142353,0.261118145,0.572972973,0.5,28.9896833785799,2.82055581712991,0.0975371725266058
"170778",0.292,0.482,0,0.224,0,0,0,0.002,0,0,0,0.765731929,0.213316565,0.258618094,0.589189189,0.5,28.6636814626722,2.98040978245998,0.0974947495749402
"97263",0.262,0.478,0,0.25,0,0,0,0.01,0,0,0,0.826697789,0.213096814,0.292690622,0.578378378,0.5,28.4152915726921,3.10171755684015,0.0974669123274058
"168362",0.278,0.478,0.004,0.24,0,0,0,0,0,0,0,0.794667469,0.210603654,0.27088094,0.589189189,0.5,28.5661990427567,3.02761805824128,0.0974268546613818
"168230",0.34,0.48,0.002,0.178,0,0,0,0,0,0,0,0.656286241,0.250107669,0.24703342,0.586486486,0.5,28.1712086176199,3.21951992754927,0.0973221791883262
"131389",0.29,0.48,0,0.226,0,0,0,0.004,0,0,0,0.769956788,0.217223546,0.268588049,0.578378378,0.5,28.6544766524599,2.9835562463929,0.0973220531608773
"89383",0.272,0.478,0,0.246,0,0,0,0.004,0,0,0,0.809678432,0.203708411,0.271488745,0.562162162,0.5,29.2410848410547,2.69468016933237,0.0972951940229509
"170772",0.304,0.482,0,0.212,0,0,0,0.002,0,0,0,0.73911978,0.222260171,0.256544298,0.589189189,0.5,28.68758683497,2.96569992126564,0.0971156387266466
"336132",0.454,0.49,0,0.056,0,0,0,0,0,0,0,0.328804514,0.33179331,0.126857778,0.648648649,0.25,27.4838949814091,3.54972286725225,0.0970247445440724
"94637",0.264,0.478,0,0.25,0,0,0,0.008,0,0,0,0.823826061,0.208968317,0.286021302,0.572972973,0.5,28.7629143027002,2.92720898380706,0.096917739759825
"84229",0.282,0.476,0.002,0.24,0,0,0,0,0,0,0,0.789905687,0.206683435,0.264243719,0.554054054,0.5,29.2198466843942,2.70226577055254,0.0969095219722719
"170756",0.336,0.482,0,0.18,0,0,0,0.002,0,0,0,0.664875121,0.246109787,0.246890861,0.589189189,0.5,28.2771528638203,3.16423962334293,0.0968701458687918
"168229",0.342,0.48,0.002,0.176,0,0,0,0,0,0,0,0.651475307,0.251597388,0.246190595,0.586486486,0.5,28.1243576912844,3.23833050504891,0.0968414135118452
"170777",0.294,0.482,0,0.222,0,0,0,0.002,0,0,0,0.761341479,0.214807166,0.258329626,0.589189189,0.5,28.6630019812697,2.97491567813342,0.0967581601670544
"134018",0.282,0.48,0,0.232,0,0,0,0.006,0,0,0,0.785751907,0.216915541,0.276838242,0.583783784,0.5,28.5067991327328,3.05109019638356,0.0967299826539545
"126450",0.274,0.474,0.006,0.246,0,0,0,0,0,0,0,0.802839261,0.214204395,0.281396789,0.575675676,0.5,28.685394261602,2.96314416646909,0.0966564621453406
"126248",0.274,0.478,0.002,0.246,0,0,0,0,0,0,0,0.805547762,0.200823405,0.263055135,0.57027027,0.5,29.198575852642,2.71073861026305,0.0966414507644554
"131372",0.324,0.48,0,0.192,0,0,0,0.004,0,0,0,0.693143774,0.242488748,0.260926964,0.578378378,0.5,28.497223583559,3.05402751008141,0.0965136076680762
"86751",0.286,0.478,0,0.234,0,0,0,0.002,0,0,0,0.781450471,0.208482923,0.262524114,0.556756757,0.5,29.1353940704836,2.7406679782519,0.0964794240538605
"168228",0.344,0.48,0.002,0.174,0,0,0,0,0,0,0,0.646644261,0.253087106,0.245322716,0.586486486,0.5,28.0774302240043,3.25710664313707,0.0963587509534982
"170755",0.338,0.482,0,0.178,0,0,0,0.002,0,0,0,0.660069912,0.247600388,0.246081853,0.589189189,0.5,28.2298794644826,3.18271745771597,0.0963185303286744
"131373",0.322,0.48,0,0.194,0,0,0,0.004,0,0,0,0.697811729,0.241002559,0.261565976,0.578378378,0.5,28.5123266714584,3.0448166749772,0.0962854643899269
"170773",0.302,0.482,0,0.214,0,0,0,0.002,0,0,0,0.743600351,0.22076957,0.256947315,0.589189189,0.5,28.6756187576722,2.96479725514449,0.096261246655548
"97262",0.264,0.478,0,0.248,0,0,0,0.01,0,0,0,0.822506134,0.21458212,0.292723173,0.578378378,0.5,28.4169734698766,3.09045758945944,0.0961763559870118
"131371",0.326,0.48,0,0.19,0,0,0,0.004,0,0,0,0.688456529,0.243974936,0.260263828,0.578378378,0.5,28.4703197999917,3.06397453305313,0.0961187699936534
"131374",0.32,0.48,0,0.196,0,0,0,0.004,0,0,0,0.702460496,0.239516371,0.262180975,0.578378378,0.5,28.5261349438694,3.03624406585152,0.0960579804111363
"170776",0.296,0.482,0,0.22,0,0,0,0.002,0,0,0,0.756933187,0.216297767,0.258018376,0.589189189,0.5,28.6635921508804,2.96897970704564,0.096047044988754
"131388",0.292,0.48,0,0.224,0,0,0,0.004,0,0,0,0.765584097,0.218709734,0.268322504,0.578378378,0.5,28.6368145004996,2.98162508112598,0.0959904064436358
"170754",0.34,0.482,0,0.176,0,0,0,0.002,0,0,0,0.65524466,0.249090989,0.245247904,0.589189189,0.5,28.1859163171469,3.20130131271939,0.0959814812839766
"168361",0.28,0.478,0.004,0.238,0,0,0,0,0,0,0,0.79043011,0.212094255,0.270765196,0.589189189,0.5,28.5524985184714,3.02263458468741,0.0959663844063212
"126347",0.278,0.476,0.004,0.242,0,0,0,0,0,0,0,0.795829514,0.210486277,0.272437814,0.572972973,0.5,28.903183661149,2.85036495302561,0.0958933074664505
"131375",0.318,0.48,0,0.198,0,0,0,0.004,0,0,0,0.707090179,0.238030183,0.262772068,0.578378378,0.5,28.5405475971527,3.02770621568549,0.09587140114997
"84334",0.274,0.474,0.004,0.248,0,0,0,0,0,0,0,0.805227064,0.207486541,0.27413013,0.556756757,0.5,29.2203120394233,2.69387521983905,0.0958316293811249
"168227",0.346,0.48,0.002,0.172,0,0,0,0,0,0,0,0.641792988,0.254576825,0.244429633,0.586486486,0.5,28.0295320468756,3.27582218388101,0.095819516660314
"131370",0.328,0.48,0,0.188,0,0,0,0.004,0,0,0,0.683749889,0.245461124,0.259576454,0.578378378,0.5,28.4399205103142,3.07546164102774,0.0957070151078413
"131376",0.316,0.48,0,0.2,0,0,0,0.004,0,0,0,0.711700879,0.236543994,0.263339357,0.578378378,0.5,28.5553539839365,3.01902001437116,0.0956901960762953
"170753",0.342,0.482,0,0.174,0,0,0,0.002,0,0,0,0.650399251,0.25058159,0.244388868,0.589189189,0.5,28.1391063645946,3.2200836041771,0.0955070724397958
"336133",0.452,0.49,0,0.058,0,0,0,0,0,0,0,0.335148005,0.330279763,0.129768731,0.648648649,0.25,27.5103391652063,3.52373034859517,0.0955052413840734
"170774",0.3,0.482,0,0.216,0,0,0,0.002,0,0,0,0.748062714,0.219278969,0.257327287,0.589189189,0.5,28.6647351451151,2.96407835996989,0.0955020192269016
"126140",0.288,0.48,0,0.232,0,0,0,0,0,0,0,0.77732248,0.204500927,0.250646843,0.567567568,0.25,31.280886300311,1.6638071466484,0.0954774114988875
"131377",0.314,0.48,0,0.202,0,0,0,0.004,0,0,0,0.716292695,0.235057806,0.263882941,0.578378378,0.5,28.5679876821549,3.01098062937028,0.0954574755002129
"134017",0.284,0.48,0,0.23,0,0,0,0.006,0,0,0,0.781418951,0.218403495,0.276653201,0.583783784,0.5,28.4883657146023,3.04982063365631,0.0954572147854701
"128766",0.286,0.48,0,0.232,0,0,0,0.002,0,0,0,0.780159416,0.208626776,0.260930731,0.572972973,0.5,28.9624806682053,2.81755305323578,0.0954179642552934
"126553",0.27,0.472,0.008,0.25,0,0,0,0,0,0,0,0.809779554,0.217911923,0.289804168,0.578378378,0.5,28.4553490813699,3.06535280957127,0.0953881456005406
"94636",0.266,0.478,0,0.248,0,0,0,0.008,0,0,0,0.81964711,0.210451858,0.286040201,0.572972973,0.5,28.7631662604456,2.91431646060918,0.0952987000179372
"131378",0.312,0.48,0,0.204,0,0,0,0.004,0,0,0,0.720865728,0.233571618,0.264402915,0.578378378,0.5,28.5804920699229,3.0035465234889,0.095292079636235
"131369",0.33,0.48,0,0.186,0,0,0,0.004,0,0,0,0.679023749,0.246947313,0.258864724,0.578378378,0.5,28.4063795684942,3.08840195129783,0.0952896920912422
"89382",0.274,0.478,0,0.244,0,0,0,0.004,0,0,0,0.805491264,0.205188421,0.27143615,0.562162162,0.5,29.2081049136125,2.69556889468723,0.0952634571771237
"168226",0.348,0.48,0.002,0.17,0,0,0,0,0,0,0,0.636921376,0.256066543,0.243511189,0.586486486,0.5,27.9811827933887,3.29448366348417,0.095255636289507
"84228",0.284,0.476,0.002,0.238,0,0,0,0,0,0,0,0.785693479,0.208160798,0.264101191,0.554054054,0.5,29.1849382702302,2.70680584135597,0.0952407387196345
"170775",0.298,0.482,0,0.218,0,0,0,0.002,0,0,0,0.752506962,0.217788368,0.257684285,0.589189189,0.5,28.6582938159426,2.96475655664141,0.0951928110717023
"131379",0.31,0.48,0,0.206,0,0,0,0.004,0,0,0,0.725420075,0.232085429,0.264899371,0.578378378,0.5,28.5939837975787,2.99585030172426,0.09515395278926
"126449",0.276,0.474,0.006,0.244,0,0,0,0,0,0,0,0.798665786,0.215689701,0.281338388,0.575675676,0.5,28.6619587717965,2.96246826713,0.095130574648942
"294284",0.322,0.486,0.002,0.19,0,0,0,0,0,0,0,0.692691874,0.237960462,0.248183598,0.635135135,0.5,29.4648013990112,2.56746920692817,0.0950748084537769
"97261",0.266,0.478,0,0.246,0,0,0,0.01,0,0,0,0.818297659,0.216067426,0.292733087,0.578378378,0.5,28.4214609676059,3.07924981881575,0.0950679275583927
"170752",0.344,0.482,0,0.172,0,0,0,0.002,0,0,0,0.645533573,0.252072191,0.243504597,0.589189189,0.5,28.0922550012083,3.23881436075807,0.0950307513110664
"131387",0.294,0.48,0,0.222,0,0,0,0.004,0,0,0,0.761193653,0.220195923,0.268034169,0.578378378,0.5,28.6248052073105,2.97934924280049,0.0949727882373694
"131380",0.308,0.48,0,0.208,0,0,0,0.004,0,0,0,0.729955834,0.230599241,0.265372395,0.578378378,0.5,28.607171616849,2.98786294575173,0.0949611157930318
"294285",0.32,0.486,0.002,0.192,0,0,0,0,0,0,0,0.697406609,0.236452211,0.24882127,0.635135135,0.5,29.4716907410207,2.56215853615535,0.0948195144851817
"126247",0.276,0.478,0.002,0.244,0,0,0,0,0,0,0,0.801373587,0.202306946,0.262991336,0.57027027,0.5,29.1710575571459,2.70959156228413,0.0947121588080344
"168225",0.35,0.48,0.002,0.168,0,0,0,0,0,0,0,0.632029307,0.257556262,0.242567223,0.586486486,0.5,27.9327052060024,3.31309314785225,0.094686328509527
"86750",0.288,0.478,0,0.232,0,0,0,0.002,0,0,0,0.777173722,0.209961168,0.262324717,0.556756757,0.5,29.1011981205291,2.74314440406012,0.0946086248313576
"168360",0.282,0.478,0.004,0.236,0,0,0,0,0,0,0,0.786175627,0.213584856,0.270627053,0.589189189,0.5,28.5394072795099,3.01786875263276,0.0945842287857154
"131381",0.306,0.48,0,0.21,0,0,0,0.004,0,0,0,0.734473101,0.229113053,0.265822073,0.578378378,0.5,28.6087702630342,2.98320465728341,0.0944793939532857
"170751",0.346,0.482,0,0.17,0,0,0,0.002,0,0,0,0.64064751,0.253562792,0.242594933,0.589189189,0.5,28.0440819757433,3.25745902086443,0.0944751367729582
"294283",0.324,0.486,0.002,0.188,0,0,0,0,0,0,0,0.687957648,0.239468714,0.247521694,0.635135135,0.5,29.4303679945716,2.57862240095953,0.0942927462052891
"294286",0.318,0.486,0.002,0.194,0,0,0,0,0,0,0,0.702101958,0.234943959,0.249434821,0.635135135,0.5,29.47186889346,2.55774941528504,0.0942416424207329
"131368",0.332,0.48,0,0.184,0,0,0,0.004,0,0,0,0.674278002,0.248433501,0.258128514,0.578378378,0.5,28.3600614313254,3.10206409142914,0.0942091151392697
"134016",0.286,0.48,0,0.228,0,0,0,0.006,0,0,0,0.777068465,0.219891448,0.276445411,0.583783784,0.5,28.4702162344155,3.04819736676188,0.0941709226655761
"84333",0.276,0.474,0.004,0.246,0,0,0,0,0,0,0,0.801082583,0.208964787,0.274078954,0.556756757,0.5,29.1843771338489,2.69855155246326,0.0941275600065135
"168224",0.352,0.48,0.002,0.166,0,0,0,0,0,0,0,0.627116666,0.25904598,0.241597568,0.586486486,0.5,27.8841031494747,3.33164354657464,0.0941111649243049
"133997",0.324,0.48,0,0.19,0,0,0,0.006,0,0,0,0.69095755,0.248162563,0.268091439,0.583783784,0.5,28.3364182171818,3.11252810088668,0.0940857033055706
