"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","dor.mix","ar_c.mix","A.mix","Dens.mix","S.mix","r.atom.mix","delta.r.mix","mismatch.x.mix","lamda.mix","H.mix","Tm.mix","ou.mix","x.mix","delta.x.mix","VEC.mix","ea.mix","energy.cohesive.mix","YM.mix","numa","anum","cs","volume","EBE","es"
"672268",0.315,0.485,0,0,0.2,0,0,0,0,0,0,0.590481360839668,0.649099099099099,0.216848200101067,0.118310529479568,0.42630505032375,0.670244741982973,0.86146297389257,0.661234469009636,0.830071553645081,0.0755173859323976,0.444554359421976,0.164216353629883,0.420312130527309,0.621561809143979,0.608108108108108,0.461962278460743,0.666083793802895,0.475873789994827,0.25,0.000942912972476303,0.00021545819446033,0.000818004764097192,0.0011791127983276,-32.9
"672269",0.315,0.485,0,0.2,0,0,0,0,0,0,0,0.661056822294608,0.685135135135135,0.661949079849336,0.663737379772267,0.42630505032375,0.568285908881426,0.713358204698026,0.754648106933705,0.839075200510725,0.225327640984909,0.737833381825235,0.241406247334392,0.349373374320168,0.72360687757932,0.608108108108108,0.257815067892262,0.719241798978806,0.549767235646198,0.25,0.0026548684402347,0.000247377926972972,0.000711625316266097,0.00553224949149897,-31.84
"672270",0.5,0.485,0,0,0,0,0.015,0,0,0,0,0.0261038726022442,0.0761261261261259,0,0.00110705663910117,0.083626129539899,0.0308099201866218,0.140379353847353,0.00882778339557004,0.96486691789822,0.384983673109169,0.289399670255067,0.0528890618387916,0.977181366753367,0.0181893184860275,0.709459459459459,0.889975464254886,0.264740854724767,0.882103007463238,0.25,0,0.000319197325126413,1.85100239226081e-05,0,-30.61
"672271",0.309,0.485,0,0.2,0.006,0,0,0,0,0,0,0.677397756062251,0.701351351351352,0.668581371646305,0.666319500974826,0.463162597431655,0.585537343442213,0.73169353704233,0.769213628427016,0.837548157449974,0.216339025681758,0.742186014935506,0.259935365594339,0.334476235516668,0.737377558649718,0.608108108108107,0.246540574217684,0.730992515912429,0.539126579472401,0.5,0.00268375768875312,0.000245462743022214,0.000733709689635834,0.00556819024122047,-30.08
"672272",0.309,0.485,0,0.161,0.0246,0.0204,0,0,0,0,0,0.655698516105682,0.679621621621621,0.582661763548892,0.576162696421829,0.602123823601595,0.533244697121092,0.693484087995646,0.704169221918887,0.842181505067996,0.263711093460418,0.73422092910484,0.359026667561065,0.413431071175218,0.663929691342584,0.635675675675675,0.296633818410958,0.758296146044624,0.552604743959211,0.75,0.00235538323059371,0.000252261646047405,0.00068349007990373,0.00472859287138542,-28.29
"672273",0.315,0.485,0,0.05,0.15,0,0,0,0,0,0,0.608125226203402,0.658108108108107,0.328123420038134,0.253411115782374,0.565841429246329,0.644755033707586,0.825667322001494,0.688966642768344,0.832317637661604,0.112969949695525,0.517874115022791,0.257139459492802,0.402577441475523,0.647590418350419,0.608108108108107,0.410925475818623,0.679373295096873,0.49434715140767,0.5,0.0013709018394159,0.000223438127588489,0.000791409902139419,0.00226739697162044,-28.12
"672274",0.315,0.485,0,0.1,0.1,0,0,0,0,0,0,0.625769091567137,0.667117117117116,0.439398639975201,0.389343960864097,0.598300787316666,0.619265325432199,0.789072596964159,0.713779640341925,0.834566935084656,0.150422513458653,0.591193870623606,0.295974596726658,0.38484275242374,0.673267751085532,0.608108108108108,0.359888673176502,0.692662796390851,0.512820512820513,0.5,0.0017988907063555,0.00023141806071665,0.000764815040181645,0.00335568114491329,-27.86
"672275",0.315,0.485,0,0.075,0.125,0,0,0,0,0,0,0.61694715888527,0.662612612612613,0.383761030006668,0.321273026062907,0.590463630067928,0.632010179569893,0.807471752317591,0.701738038578275,0.833441884223837,0.131696231577089,0.554533992823199,0.280895023812915,0.393710096949633,0.660472377026689,0.608108108108107,0.385407074497563,0.686018045743862,0.503583832114091,0.5,0.0015848962728857,0.00022742809415257,0.000778112471160531,0.00281153905826686,-27.8
"672276",0.315,0.485,0,0.15,0.05,0,0,0,0,0,0,0.643412956930873,0.676126126126124,0.550673859912269,0.526116778918615,0.565841429246329,0.593775617156813,0.751647441856477,0.735673461730378,0.836819453498012,0.187875077221781,0.66451362622442,0.299882494165403,0.367108063371954,0.698603498778216,0.608108108108107,0.308851870534383,0.705952297684828,0.531293874233355,0.5,0.0022268795732951,0.000239397993844811,0.00073822017822387,0.00444396531820613,-27.53
"672277",0.315,0.485,0,0.125,0.075,0,0,0,0,0,0,0.634591024249005,0.671621621621621,0.495036249943735,0.457624887414283,0.590463630067928,0.606520471294506,0.770465869894803,0.725091448059293,0.835692791192551,0.169148795340217,0.627853748424013,0.30263067978587,0.375975407897847,0.685977736304008,0.608108108108107,0.334370271855442,0.69930754703784,0.522057193526934,0.5,0.0020128851398253,0.000235408027280731,0.000751517609202757,0.00389982323155971,-27.06
"672278",0.309,0.485,0,0.1818,0.01468,0.00952,0,0,0,0,0,0.667271444082519,0.691210810810811,0.628485554534179,0.6243499456051,0.542114421726703,0.561134108492354,0.714090063678899,0.739624838997702,0.839708690042568,0.240284961256729,0.738468974881195,0.314603406702795,0.371321825490658,0.703601612542258,0.620972972972972,0.269917421507879,0.74373420997412,0.545416389566246,0.75,0.0025305162749454,0.000248635564433969,0.000710273871760852,0.00517637813529745,-24.24
"672279",0.309,0.485,0,0.135,0.037,0.034,0,0,0,0,0,0.641232356134637,0.665135135135135,0.525382024817284,0.51559299268462,0.655099000939299,0.498382932907009,0.666975517470851,0.657389913973824,0.845277990945615,0.287082781749184,0.728910871884396,0.400085709081096,0.466067628280916,0.612659746535414,0.654054054054054,0.330029314539807,0.776498566132755,0.561590186950418,0.75,0.00213646692515411,0.000256794248064201,0.000650010340082329,0.00416886129149539,-21.35
"672280",0.27,0.48,0,0.25,0,0,0,0,0,0,0,0.822294607310894,0.84144144144144,0.827114985966591,0.813914779467052,0.44575849913092,0.708540479695916,0.815199400185287,0.881831748026053,0.801027439040252,0.191157002912364,0.851556590049462,0.251646954468564,0.185623078742018,0.851814713026219,0.567567567567567,0.0926911268764415,0.833321675876058,0.464050838690608,0.25,0.00331557625357271,0.000223438127588489,0.000890608737241912,0.00691230174844448,-33.04
"672281",0.27,0.475,0,0.25,0,0,0,0.005,0,0,0,0.826909156713718,0.849099099099098,0.826261416051322,0.812064029441882,0.480244148680002,0.70886674796184,0.814827261182664,0.88073705695663,0.775211522375052,0.204930059129821,0.860323925904374,0.277629075309807,0.170844171198863,0.844694940410286,0.540540540540541,0.0803876119537877,0.830943554591873,0.478644794206754,0.5,0.00331022639273596,0.000212798216750942,0.000894012879572508,0.0069069146808834,-31.14
"672282",0.24,0.475,0,0.23,0.05,0,0,0.005,0,0,0,0.901556279406443,0.926576576576574,0.814912787061339,0.769255070007684,0.641814379741547,0.805319804075906,0.90858927474228,0.932289708385975,0.766861458715928,0.14600984026123,0.852759189215401,0.347221989930717,0.103452352802079,0.896508011466937,0.540540540540541,0.0444298646377489,0.884381338742393,0.41805216877263,0.75,0.00328347708855223,0.000200030323745886,0.00101507269120429,0.00665130476017377,-26.13
"672283",0.33,0.47,0,0.15,0.05,0,0,0,0,0,0,0.665671371697431,0.712612612612613,0.546538623528615,0.506727246796924,0.573146161024961,0.659722590406898,0.729962334505439,0.730813033382142,0.753555940599603,0.198879181007854,0.676908156337892,0.309583556635596,0.301489713880349,0.684303982368854,0.486486486486486,0.248452797277717,0.714555501154088,0.484741003472992,0.5,0.00220280519952975,0.000191518395075849,0.000802845692781261,0.00442075082612658,-24.69
"672284",0.3,0.45,0.05,0.15,0.05,0,0,0,0,0,0,0.615273253709736,0.621621621621621,0.561001112293154,0.546671670879389,0.758737595936465,0.560557429332333,0.73900761527994,0.736807075148937,0.657058349395109,0.341960109434295,0.580351081369411,0.469530507056022,0.426814849846298,0.706098098634604,0.797297297297297,0.394706491906884,0.63090158774568,0.448533215103821,0.75,0.00226432859915232,0.000345797102220282,0.000701253320102566,0.00448202642139685,-21.16
"672285",0.306,0.441,0.049,0.204,0,0,0,0,0,0,0,0.660179153094463,0.666846846846847,0.682719213114118,0.683862408446144,0.623269769087488,0.58783957389364,0.696587668259462,0.766025109585874,0.60683931331458,0.380010590415674,0.672136553195617,0.41689706418497,0.354102624733979,0.734084208840525,0.714864864864865,0.291295256136915,0.660152479541163,0.432941698071382,0.5,0.00272949899890729,0.000320048517993418,0.000729784288010866,0.0056655605680922,-24.79
"672286",0.36,0.44,0.05,0.15,0,0,0,0,0,0,0,0.493937748823743,0.510810810810811,0.502975189729312,0.509283666919533,0.583452065570697,0.460760123492535,0.564508087014368,0.603069883520978,0.612152598669736,0.424697731885976,0.552342158859471,0.398809089685594,0.507212106881057,0.574515405355386,0.716216216216216,0.448394557023919,0.538714415611666,0.50617010271189,0.5,0.00200753527898856,0.000329837235963962,0.000560300551726366,0.00416704384566463,-23.33
"672287",0.36,0.44,0,0.15,0.05,0,0,0,0,0,0,0.710188201230547,0.785585585585586,0.538268150761308,0.46869698702338,0.583452065570697,0.791616536907055,0.681750839325355,0.711371319989195,0.584552512081404,0.231312329008913,0.701697216564834,0.331039159635765,0.170253014897136,0.651078788605519,0.243243243243244,0.127654650764388,0.731761908092606,0.391635261952265,0.5,0.00215465645199904,9.57591975379226e-05,0.000932096721896039,0.00437432184196747,-20.09
"672288",0.315,0.435,0.05,0.2,0,0,0,0,0,0,0,0.655175533840029,0.667117117117116,0.668141095846567,0.664311468669764,0.625975677978663,0.601014694307025,0.679691624869807,0.753869659951005,0.573578948085533,0.390030668078722,0.666065367083697,0.422664597346321,0.343461811302907,0.718170643441488,0.675675675675675,0.283270616008098,0.652794292508918,0.420453705756299,0.5,0.00266824309232656,0.000305897436579481,0.000739283972702181,0.00554709610261014,-26.11
"672289",0.315,0.435,0.05,0,0.2,0,0,0,0,0,0,0.584600072385089,0.631081081081079,0.223040216098298,0.120393392135406,0.625975677978663,0.702973527408572,0.828105083618323,0.660456022026936,0.565141964546242,0.242426749624922,0.372786344680439,0.322516715471292,0.414400567510048,0.616065749183002,0.675675675675675,0.487417826576578,0.599636287333007,0.346560260104929,0.5,0.000956287624568167,0.000273977704066839,0.000845663420533276,0.00119395940943877,-22.54
"672290",0.315,0.435,0.05,0.15,0.05,0,0,0,0,0,0,0.637531668476294,0.658108108108107,0.5568658759095,0.5270750925601,0.765512056901243,0.626504402582412,0.718072320796214,0.734895014747678,0.571465189009405,0.353129688465272,0.592745611482882,0.480861726941602,0.361196500354693,0.693153712590167,0.675675675675675,0.334307418650218,0.639504791214941,0.401980344343457,0.75,0.00224025422538696,0.000297917503451322,0.000765878834659954,0.0044588119293173,-21.37
"672291",0.25,0.43,0.07,0.25,0,0,0,0,0,0,0,0.784382917119074,0.767567567567567,0.841297456874254,0.842400023280358,0.681245507360224,0.666431481624976,0.798561422356187,0.883758404308237,0.54125502036202,0.403825787662166,0.734555329260014,0.473025856396093,0.264838023173324,0.86525419309597,0.824324324324325,0.208860991914166,0.728824228859201,0.345082391191901,0.5,0.00336639993152178,0.000369204906062885,0.000843163503509246,0.00696403966010619,-19.8
"672292",0.22795,0.42195,0.0582,0.194,0.0679,0.03,0,0,0,0,0,0.89790716612378,0.901635135135136,0.757337961023707,0.705706552620376,0.967124912508657,0.788859162224658,0.841080646867251,0.88666543234167,0.487746402299986,0.404519057783955,0.788561148288236,0.663201411224775,0.190996689524709,0.837680330331285,0.687972972972973,0.116477367863853,0.87846191508708,0.260008867213479,1,0.00306180560478171,0.000288873579239405,0.00100180770595699,0.00597554725918551,-19.09
"672293",0.33,0.42,0.05,0.15,0.05,0,0,0,0,0,0,0.659790083242853,0.694594594594594,0.552730639525847,0.507733358701702,0.770758115766364,0.692451375832491,0.695522508772703,0.729742668780929,0.484938437361739,0.36777424763922,0.605140141596354,0.493191909810517,0.295578150863085,0.678695079066263,0.554054054054054,0.273908345393553,0.6481079946842,0.355427473583093,0.75,0.00221617985162161,0.00025003790468236,0.000830504349217345,0.00443559743723774,-21.81
"672294",0.235,0.415,0,0.24,0,0.05,0.06,0,0,0,0,0.925986246833153,0.940090090090088,0.850213398854451,0.83883104723379,0.835338109053855,0.679971614660865,0.768344824939422,0.852537815008302,0.458646532894415,0.397366737269438,1,0.604829849153083,0.206313549302433,0.789542116824579,0.513513513513513,0,1,0.462203502549324,0.75,0.00341187374863411,0.000193114381701481,0.00089587451990955,0.0069320091308405,-21.35
"672295",0.39,0.41,0,0.15,0.05,0,0,0,0,0,0,0.754705030763663,0.858558558558557,0.529997677994001,0.431633410372444,0.588112913953216,0.923510483407219,0.626948451107453,0.678968464334284,0.411890891162125,0.277645397581855,0.726486276791776,0.355749311752698,0.039016315913926,0.611491583297775,0,0.00685650425105767,0.748968315031125,0.298529520431538,0.5,0.00210650770446834,0,0.00106134775101082,0.00432789285780836,-15.8
"672296",0.2,0.4,0.08,0.24,0.08,0,0,0,0,0,0,1,1,0.89214390520605,0.812857349280189,0.920482054842504,0.967271214574401,0.945145996407085,1,0.353456586321698,0.342599947047921,0.772844534962662,0.595149700568312,0.00591156301726112,0.976101918071827,0.675675675675675,0.0120916048534666,0.861439462824369,0.129313529889899,0.75,0.0035884191562467,0.000293129543574425,0.00119783258257811,0.00713770823831464,-25.42
"672297",0.3,0.4,0.1,0.15,0.05,0,0,0,0,0,0,0.609391965255158,0.603603603603604,0.567193128290385,0.547575714045394,0.867495875862028,0.593286214757926,0.70565441051156,0.735347487056373,0.38273267749771,0.49916159209249,0.508583066627873,0.61468757009015,0.420903286829036,0.700781198286427,0.864864864864864,0.420162040022719,0.564454081275792,0.319219685213922,0.75,0.00227770325124418,0.000404316611826791,0.000728911976538651,0.00449687303250802,-12.55
"672298",0.306,0.392,0.098,0.204,0,0,0,0,0,0,0,0.654415490408976,0.649189189189189,0.688787388791405,0.684368655676339,0.729852883414539,0.619913783610728,0.663250541276933,0.764432601671014,0.335899214472805,0.5359924102021,0.60180389874891,0.560287290082438,0.348309292977062,0.728785782447663,0.781081081081081,0.316241693290434,0.595033923200672,0.306214438779281,0.5,0.00274260615795732,0.000377397637407798,0.000756889771318228,0.00568011024698114,-18.17
"672299",0.315,0.385,0.1,0.2,0,0,0,0,0,0,0,0.649294245385451,0.649099099099099,0.674333111843799,0.664882336308017,0.732502267752466,0.633743479732624,0.645370814123614,0.752118154239929,0.295373764499854,0.550321021975112,0.594297352342159,0.569697200424269,0.337550248285646,0.71271221858545,0.743243243243243,0.308726164123934,0.586346786039029,0.2911401758664,0.5,0.00268161774441842,0.00036441694618599,0.000766942629138268,0.00556194271372131,-21.2
"672300",0.315,0.385,0.1,0.1,0.1,0,0,0,0,0,0,0.614006514657981,0.631081081081082,0.451782671969664,0.392012115381656,0.904498004745382,0.684722896283398,0.721455962883826,0.711249687648148,0.291443417741162,0.477622231047568,0.44765784114053,0.615800238018355,0.373019626389215,0.662316561129926,0.743243243243243,0.410799769408174,0.559767783451073,0.254193453040715,0.75,0.00182564001053923,0.00034845707992967,0.000820132353053815,0.00338537436713562,-17.25
"672301",0.315,0.385,0.1,0.15,0.05,0,0,0,0,0,0,0.631650380021716,0.64009009009009,0.563057891906732,0.528028045546938,0.872038646675045,0.659233188008011,0.683855863958044,0.733143509036602,0.293407195023483,0.51397162651134,0.520977596741344,0.628836006837402,0.355284937337431,0.687681482924582,0.743243243243243,0.359762966766054,0.573057284745051,0.272666814453558,0.75,0.00225362887747882,0.000356437013057831,0.000793537491096041,0.00447365854042847,-16.85
"672302",0.315,0.385,0.1,0.05,0.15,0,0,0,0,0,0,0.596362649294246,0.622072072072071,0.340507452032597,0.256826865721294,0.872038646675045,0.710212604558785,0.758206443304177,0.686436690074568,0.289482426117092,0.441272835583797,0.374338085539715,0.56283048864664,0.390754315441001,0.636608138671857,0.743243243243243,0.461836572050295,0.546478282157096,0.235720091627872,0.75,0.00139765114359963,0.000340477146801509,0.000846727215011586,0.00229709019384278,-15.89
"672303",0.315,0.385,0.1,0,0.2,0,0,0,0,0,0,0.578718783930511,0.613063063063062,0.229232232095529,0.122464709997547,0.732502267752466,0.735702312834171,0.794140169253091,0.65870451631586,0.287524213636587,0.404923440120025,0.3010183299389,0.448177131792539,0.408489004492787,0.610546418222826,0.743243243243243,0.512873374692415,0.533188780863118,0.21724673021503,0.5,0.000969662276660029,0.000332497213673348,0.00087332207696936,0.00120880602054993,-15.67
"672304",0.5,0.375,0.125,0,0,0,0,0,0,0,0,0.00882193268186757,0.027027027027028,0.015387083245509,0.00773097887404263,0.348880649713436,0.111071913604164,0.0575129389323266,0.00591833779772671,0.957424130269181,0.773298914482393,0.107652022112307,0.368324251909613,0.967722865925749,0.00892311870479833,0.898648648648648,0.961816677826246,0.0996712597048332,0.553831375157024,0.25,3.7449025857216e-05,0.000473476032270849,8.6380111638847e-05,4.14188274683406e-05,-19.17
"672305",0.2,0.37,0.11,0.24,0.08,0,0,0,0,0,0,0.996471226927253,0.989189189189189,0.895859114804389,0.812945933457178,0.972713732827234,0.986908485829761,0.92399557363016,0.998657178954841,0.183408866402344,0.438178448504104,0.729783726117738,0.678714091903182,0.00236462520690445,0.972739221093554,0.716216216216216,0.0273649337229677,0.821570958942435,0.0517254119559597,0.75,0.00359644394750182,0.00032824124933833,0.00121442777643976,0.00714661620498134,-29.28
"672306",0.21,0.37,0.12,0.23,0.07,0,0,0,0,0,0,0.922457473760406,0.905405405405405,0.855491658948961,0.792838514104005,0.969099968144689,0.897082753867296,0.894095819443682,0.966604624442146,0.190072971832198,0.478333774600653,0.677994374939385,0.694097008640288,0.0981319460865451,0.941837817063834,0.810810810810811,0.12051109829426,0.760719031964748,0.0886721347816451,0.75,0.0034332731919811,0.00037665284364917,0.00110858022584782,0.00682760252152636,-19
"672307",0.33,0.37,0.1,0.15,0.05,0,0,0,0,0,0,0.653908794788274,0.676576576576577,0.558922655523078,0.508733879069204,0.874969616912515,0.72518016125809,0.660420252433761,0.72769924545134,0.202918911628991,0.532256641073162,0.533372126854816,0.644415204371481,0.289666587845824,0.673062977670521,0.621621621621621,0.299363893509389,0.58166048821431,0.226113943693195,0.75,0.00222955450371347,0.000308557414288869,0.00085816300565343,0.00445044404834891,-17.34
"672308",0.2,0.37,0.13,0.25,0.05,0,0,0,0,0,0,0.913499819037279,0.881081081081082,0.903996974379003,0.86018025380619,0.940731867417052,0.849467978808875,0.891897501802268,0.97337711319164,0.193618896983966,0.511274380019416,0.684705654155756,0.698266709681089,0.133601324190114,0.961089416145786,0.905405405405406,0.145453535698356,0.747009862208855,0.101234020542378,0.75,0.00362319325168554,0.000423468451334377,0.00106039033598034,0.00728136184111877,-15.2
"672309",0.2655,0.3645,0.081,0.189,0,0.1,0,0,0,0,0,0.909744842562432,0.918513513513513,0.739278663289621,0.70479551285451,0.962215838361094,0.702673768439257,0.547259892051976,0.701544740461884,0.172907663330406,0.803476800370664,0.943937542430415,1,0.269153464175928,0.616222492312838,0.532432432432432,0.0344063392822984,0.990284675106666,0.192492425921821,0.75,0.00297425513218838,0.000249771906911417,0.000912187808234448,0.00583428127183296,-14.09
"672310",0.2,0.36,0.12,0.24,0.08,0,0,0,0,0,0,0.995294969236338,0.985585585585586,0.897097518003835,0.812975398061335,0.987046759120706,0.993454242914878,0.916896928962162,0.998131727241518,0.125468550901136,0.469684935133704,0.71543012316943,0.706165455115898,0.00118231260345222,0.971616648302731,0.729729729729728,0.0324560433461343,0.808281457648457,0.0258627059779804,0.75,0.00359911887792019,0.000339945151259633,0.00121995950772698,0.00714958552720357,-27.56
"672311",0.2,0.35,0.13,0.24,0.08,0,0,0,0,0,0,0.994118711545422,0.981981981981981,0.898335921203281,0.813004831023251,1,1,0.909773781282929,0.99756735317906,0.0668546338817914,0.501014914835407,0.701076520221124,0.733499593465915,0,0.970493237080355,0.743243243243243,0.0375471529693022,0.79499195635448,0,0.75,0.00360179380833856,0.000351649053180933,0.00122549123901419,0.00715255484942581,-26.42
"672312",0.5,0.35,0.15,0,0,0,0,0,0,0,0,0.00588128845457821,0.0180180180180195,0.0184830912441247,0.00902001300032805,0.37898539670282,0.127436306316957,0.0399175005788502,0.00458038204620998,0.955910836683435,0.849969111287618,0.0717680147415382,0.432418578728993,0.96476708441712,0.0060985228428916,0.932432432432433,0.974544451884163,0.066447506469888,0.489174610212074,0.25,4.41363519031465e-05,0.000502735787074101,0.000100209439856888,4.88421330239252e-05,-18.96
"672313",0.26,0.35,0.13,0.24,0,0,0.02,0,0,0,0,0.75,0.722522522522522,0.815542954751996,0.811217818222249,0.881556247036562,0.684131535051407,0.734039115709892,0.856357070517177,0.0896826333852533,0.613096814049951,0.62961885365144,0.719762823324603,0.279025774414754,0.826522168230919,0.878378378378379,0.257469375263529,0.625445897740784,0.210596320106407,0.75,0.00324335313227665,0.000430384393378784,0.00084656764583984,0.00669856110965796,-13.92
"672314",0.306,0.343,0.147,0.204,0,0,0,0,0,0,0,0.648651827723489,0.631531531531532,0.694855564468692,0.684872123741199,0.797006704721147,0.651987993327811,0.629274737990327,0.761905568153423,0.0506180744932118,0.687736298649722,0.531471244302202,0.698070423004013,0.342515961220144,0.72346623514867,0.847297297297297,0.341188130443954,0.52991536686018,0.17948717948718,0.5,0.00275571331700734,0.000434746756822176,0.000783995254625591,0.00569465992587009,-16.62
"672315",0.315,0.335,0.15,0.15,0.05,0,0,0,0,0,0,0.625769091567138,0.622072072072073,0.569249907903963,0.528975682733654,0.938026668306359,0.691961973433605,0.648977217608799,0.73041894459715,0,0.670400891359986,0.449209581999806,0.772191146555996,0.34937337432017,0.682186677040913,0.81081081081081,0.38521851488189,0.506609778275162,0.143353284563659,0.75,0.00226700352957069,0.00041495652266434,0.000821196147532124,0.00448850515153963,-14.73
"672316",0.5,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0.0246751072413561,0.0115865240727191,0.41753811009934,0.160165091742557,0.00402058879928214,0.00117467649689508,0.952888495442139,1,0,0.561634154744163,0.958855521399856,0.000426181167279091,1,1,0,0.359861080322176,0.25,5.75110039950089e-05,0.000561255296680612,0.000127868096292975,6.36887441350943e-05,-17.76
"672317",0.51,0.294,0.196,0,0,0,0,0,0,0,0,0.0153094462540719,0.0257657657657658,0.0214229217058085,0,0.408939988003539,0.201511437741898,0,0,1,0.998445856499868,0.01400446125497,0.555362133028646,0.9155828801135,0,0.913513513513514,0.957697507312956,0.0110512694970976,0.339170915539792,0.25,4.03914493174242e-05,0.000524654003399449,0.00016873908014968,4.70246871931646e-05,-16.63
