"","Ti","Ni","Cu","Hf","Zr","Nb","Co","Cr","Fe","Mn","Pd","delta.r.mix","H.mix","ou.mix","VEC.mix","numa","EI","mean","sd"
"97247",0.294,0.478,0,0.218,0,0,0,0.01,0,0,0,0.757566527,0.236861707,0.29047762,0.578378378,0.5,0.104054331285752,27.8985180764329,3.45520731041772
"94602",0.334,0.478,0,0.18,0,0,0,0.008,0,0,0,0.667010895,0.260892243,0.272984606,0.572972973,0.5,0.104051983608294,27.7058346800839,3.55482642983898
"126225",0.32,0.478,0.002,0.2,0,0,0,0,0,0,0,0.705131868,0.234944842,0.255893514,0.57027027,0.5,0.104041701217827,28.4578576392042,3.16259883105904
"42515",0.286,0.468,0.008,0.238,0,0,0,0,0,0,0,0.778521947,0.229813785,0.292359813,0.545945946,0.5,0.104040978422754,29.4744364212299,2.61615172394026
"5",0.468,0.474,0,0.058,0,0,0,0,0,0,0,0.321894015,0.336160974,0.133373938,0.518918919,0.25,0.104014435004387,24.6052429367061,5.09743190448351
"169936",0.362,0.446,0.036,0.156,0,0,0,0,0,0,0,0.579345991,0.379677875,0.362641157,0.632432432,0.5,0.103991270356492,27.7296645716244,3.54206527838828
"126315",0.342,0.476,0.004,0.178,0,0,0,0,0,0,0,0.652314996,0.257987821,0.257699902,0.572972973,0.5,0.103989761212497,27.6793681860456,3.56798789375941
"139255",0.308,0.48,0,0.202,0,0,0,0.01,0,0,0,0.723959686,0.247625982,0.285905801,0.594594595,0.5,0.103973081188079,28.3870448448069,3.19942250515792
"170032",0.372,0.444,0.038,0.146,0,0,0,0,0,0,0,0.552587999,0.393800194,0.363143856,0.635135135,0.5,0.10395119243294,27.7391568241476,3.5368578705768
"120876",0.286,0.478,0,0.208,0,0,0,0.028,0,0,0,0.757161277,0.282334304,0.342623489,0.627027027,0.5,0.103934573208344,28.3887227920092,3.19826141779387
"157602",0.364,0.48,0,0.132,0,0,0,0.024,0,0,0,0.563060632,0.330018533,0.298296503,0.632432432,0.5,0.10392992762392,27.7581987075818,3.52686413492897
"155006",0.306,0.48,0,0.192,0,0,0,0.022,0,0,0,0.714770236,0.280606301,0.320844348,0.627027027,0.5,0.103928339603561,28.8072038451202,2.97638682450035
"2700",0.328,0.474,0,0.196,0,0,0,0.002,0,0,0,0.691562053,0.239201306,0.257242271,0.524324324,0.5,0.103912460328163,27.3454427058976,3.73865466019157
"15845",0.288,0.474,0,0.226,0,0,0,0.012,0,0,0,0.772258109,0.23759068,0.300950735,0.551351351,0.5,0.103890957477488,28.7087282636301,3.02861760934779
"160202",0.414,0.48,0,0.08,0,0,0,0.026,0,0,0,0.413822444,0.373526608,0.256980196,0.637837838,0.5,0.103872244122467,26.6753070237893,4.07767591008809
"128358",0.296,0.436,0.044,0.224,0,0,0,0,0,0,0,0.730126553,0.35643809,0.412449808,0.627027027,0.5,0.103861444295751,27.5681442671968,3.62420519088243
"84417",0.31,0.472,0.006,0.212,0,0,0,0,0,0,0,0.726645719,0.240816345,0.278648898,0.559459459,0.5,0.103856592200836,28.4989916881031,3.13956053253499
"252358",0.346,0.482,0.004,0.168,0,0,0,0,0,0,0,0.635722696,0.262161327,0.250094738,0.621621622,0.5,0.103853967244685,28.569295934316,3.1023626598829
"253183",0.312,0.466,0.02,0.202,0,0,0,0,0,0,0,0.705949039,0.289598447,0.324776764,0.643243243,0.5,0.103843133008983,29.1403349276983,2.79681678950701
"499",0.288,0.466,0.008,0.238,0,0,0,0,0,0,0,0.775396036,0.231398817,0.293853211,0.52972973,0.5,0.103794536406713,28.4877852262286,3.14503539752034
"85137",0.284,0.458,0.02,0.238,0,0,0,0,0,0,0,0.773445375,0.268359368,0.336150651,0.578378378,0.5,0.103779692081476,27.3473772927826,3.73660501221075
"154998",0.322,0.48,0,0.176,0,0,0,0.022,0,0,0,0.67569849,0.292622893,0.315588334,0.627027027,0.5,0.103779566801771,28.5602956396758,3.10659989310066
"99875",0.288,0.478,0,0.222,0,0,0,0.012,0,0,0,0.769117151,0.238056659,0.297655294,0.583783784,0.5,0.103778997866409,27.7631868292874,3.52312728696593
"126724",0.332,0.468,0.012,0.188,0,0,0,0,0,0,0,0.670609028,0.277373577,0.294793616,0.583783784,0.5,0.103749641430398,27.3132800920399,3.75376458791829
"299449",0.29,0.488,0,0.218,0,0,0,0.004,0,0,0,0.763542457,0.218745036,0.262201748,0.643243243,0.5,0.103741747601608,29.6745820202988,2.50400664169328
"252495",0.274,0.48,0.006,0.24,0,0,0,0,0,0,0,0.799334689,0.214686259,0.276789133,0.624324324,0.5,0.103728050048225,28.7959433633752,2.98101599019998
"294459",0.376,0.482,0.006,0.136,0,0,0,0,0,0,0,0.555006246,0.292006001,0.239688496,0.640540541,0.5,0.103706841896673,28.0514240111338,3.37314363570931
"126538",0.3,0.472,0.008,0.22,0,0,0,0,0,0,0,0.745894834,0.240204748,0.287279443,0.578378378,0.5,0.103684014366071,27.9295598269731,3.43630128797507
"260005",0.398,0.486,0,0.11,0,0,0,0.006,0,0,0,0.491685115,0.305364046,0.218062687,0.632432432,0.5,0.103671775042876,27.0927304446919,3.86531189933493
"86725",0.338,0.478,0,0.182,0,0,0,0.002,0,0,0,0.664388488,0.246917307,0.249881029,0.556756757,0.5,0.103665756368128,27.8728400756379,3.46556001415043
"170148",0.342,0.442,0.04,0.176,0,0,0,0,0,0,0,0.625841809,0.377794546,0.38530401,0.637837838,0.5,0.103660634765942,28.054764075003,3.3710589666946
"139239",0.34,0.48,0,0.17,0,0,0,0.01,0,0,0,0.647493384,0.271489718,0.27478279,0.594594595,0.5,0.103636153722828,27.7334372298877,3.53737848444368
"210252",0.326,0.482,0.002,0.19,0,0,0,0,0,0,0,0.687416752,0.240037949,0.250433436,0.602702703,0.5,0.103635209144814,29.3392819062724,2.68745343947869
"265279",0.35,0.486,0,0.154,0,0,0,0.01,0,0,0,0.614122599,0.280882535,0.263908869,0.643243243,0.5,0.103622788936146,28.8962224149891,2.9266890033337
"169667",0.294,0.452,0.03,0.224,0,0,0,0,0,0,0,0.742700067,0.308782102,0.365891185,0.624324324,0.5,0.103610294828324,28.1360363683429,3.32831918460796
"70997",0.264,0.476,0,0.238,0,0,0,0.022,0,0,0,0.814720533,0.248208455,0.330149028,0.594594595,0.5,0.103590606336133,27.6398561975805,3.58522826356338
"126619",0.34,0.47,0.01,0.18,0,0,0,0,0,0,0,0.653051476,0.276630483,0.283905164,0.581081081,0.5,0.103580520734679,27.2298151410998,3.79492506205475
"220656",0.316,0.484,0,0.192,0,0,0,0.008,0,0,0,0.703327214,0.248821816,0.273765667,0.621621622,0.5,0.103558355986901,29.3639422224369,2.67350997107661
"126220",0.33,0.478,0.002,0.19,0,0,0,0,0,0,0,0.682025509,0.242362545,0.252720093,0.57027027,0.5,0.10355595524144,28.1959727167286,3.29660879919088
"160213",0.392,0.48,0,0.102,0,0,0,0.026,0,0,0,0.479857391,0.356964963,0.28005706,0.637837838,0.5,0.103543574898196,27.1693317343737,3.82537956418623
"47359",0.29,0.476,0,0.23,0,0,0,0.004,0,0,0,0.772730881,0.216907599,0.271840472,0.545945946,0.5,0.103532852494458,29.7132367066536,2.4813103697047
"160217",0.384,0.48,0,0.11,0,0,0,0.026,0,0,0,0.503071246,0.350942547,0.287276212,0.637837838,0.5,0.103521775710139,27.3710135430764,3.72247357968843
"160216",0.386,0.48,0,0.108,0,0,0,0.026,0,0,0,0.497306427,0.352448151,0.285525927,0.637837838,0.5,0.103517302595667,27.3183642244698,3.7493061756896
"126748",0.284,0.468,0.012,0.236,0,0,0,0,0,0,0,0.777737497,0.241662695,0.305095287,0.583783784,0.5,0.103493060334044,27.6687554950855,3.56959788643252
"170031",0.374,0.444,0.038,0.144,0,0,0,0,0,0,0,0.54744199,0.395305798,0.361865838,0.635135135,0.5,0.103488763484555,27.6985649818261,3.55421380523511
"194342",0.414,0.482,0,0.084,0,0,0,0.02,0,0,0,0.423447579,0.356800812,0.242259617,0.637837838,0.5,0.103483373721813,26.6866421003146,4.06868512674364
"169840",0.352,0.448,0.034,0.166,0,0,0,0,0,0,0,0.605568056,0.365557321,0.361377548,0.62972973,0.5,0.103445216941796,27.7500394997552,3.52734043731435
"160218",0.382,0.48,0,0.112,0,0,0,0.026,0,0,0,0.508810595,0.349436943,0.288990986,0.637837838,0.5,0.103441920801596,27.4242322251718,3.69464178931537
"218023",0.332,0.484,0,0.178,0,0,0,0.006,0,0,0,0.667380664,0.255063984,0.261494602,0.616216216,0.5,0.103437038199651,29.1837034276616,2.7706658061809
"160215",0.388,0.48,0,0.106,0,0,0,0.026,0,0,0,0.491515964,0.353953755,0.283739646,0.637837838,0.5,0.103429852816424,27.2662898069789,3.77513958368522
"603",0.282,0.464,0.01,0.244,0,0,0,0,0,0,0,0.786533159,0.233727826,0.302341212,0.532432432,0.5,0.103427254444006,28.7808778840282,2.98697051937721
"211444",0.366,0.458,0.026,0.15,0,0,0,0,0,0,0,0.573387485,0.34986056,0.324946494,0.635135135,0.5,0.10340358434894,27.9237316561001,3.43719742470172
"299451",0.286,0.488,0,0.222,0,0,0,0.004,0,0,0,0.772483321,0.215723237,0.262751721,0.643243243,0.5,0.103386366834744,29.55962720486,2.565215581843
"262632",0.394,0.486,0,0.112,0,0,0,0.008,0,0,0,0.499103992,0.308219045,0.227481867,0.637837838,0.5,0.103381828879361,27.368585922161,3.72259404365947
"336135",0.448,0.49,0,0.062,0,0,0,0,0,0,0,0.347745117,0.32725267,0.135420149,0.648648649,0.25,0.10336373235655,26.7314179355196,4.04517476579049
"189106",0.386,0.482,0,0.116,0,0,0,0.016,0,0,0,0.513583791,0.323968758,0.260244656,0.627027027,0.5,0.103348306677201,27.2382971203576,3.7887293798483
"253178",0.322,0.466,0.02,0.192,0,0,0,0,0,0,0,0.682743873,0.297148531,0.321951187,0.643243243,0.5,0.103338289323938,29.0463150027951,2.8441760102837
"84300",0.342,0.474,0.004,0.18,0,0,0,0,0,0,0,0.654416924,0.257746889,0.259642443,0.556756757,0.5,0.10333512806062,27.8154099324785,3.49274125888396
"97222",0.344,0.478,0,0.168,0,0,0,0.01,0,0,0,0.640108284,0.273994352,0.274922549,0.578378378,0.5,0.103334724328576,27.2316792177108,3.79198636873972
"168530",0.346,0.474,0.008,0.172,0,0,0,0,0,0,0,0.637771996,0.274677434,0.27127351,0.594594595,0.5,0.103303776222146,27.6577792646789,3.57377296190109
"126514",0.348,0.472,0.008,0.172,0,0,0,0,0,0,0,0.635173525,0.275873268,0.272355861,0.578378378,0.5,0.103303036474908,27.199535587794,3.8080744563585
"168217",0.366,0.48,0.002,0.152,0,0,0,0,0,0,0,0.592142072,0.269474009,0.234075496,0.586486486,0.5,0.103288114612347,26.7931589656037,4.01348214690208
"211763",0.334,0.452,0.032,0.182,0,0,0,0,0,0,0,0.648330493,0.345531727,0.360545933,0.643243243,0.5,0.103270099546825,28.5279804294399,3.12006402853038
"160214",0.39,0.48,0,0.104,0,0,0,0.026,0,0,0,0.485699678,0.355459359,0.281916866,0.637837838,0.5,0.103263575264709,27.2148018571175,3.79999305022671
"128357",0.298,0.436,0.044,0.222,0,0,0,0,0,0,0,0.725768562,0.357940164,0.41218541,0.627027027,0.5,0.103263041108322,27.5734781204924,3.61677195792839
"252277",0.306,0.484,0.002,0.208,0,0,0,0,0,0,0,0.731688747,0.225449651,0.25428583,0.618918919,0.5,0.103261220568583,29.7333659645405,2.46847982781413
"176006",0.336,0.482,0,0.176,0,0,0,0.006,0,0,0,0.660020782,0.257540376,0.261756821,0.6,0.5,0.10326090131699,28.617865656704,3.07244298419581
"160219",0.38,0.48,0,0.114,0,0,0,0.026,0,0,0,0.514524647,0.347931339,0.290670714,0.637837838,0.5,0.103245584517402,27.4776010796327,3.6657780262999
"84418",0.308,0.472,0.006,0.214,0,0,0,0,0,0,0,0.731085655,0.239337216,0.279081214,0.559459459,0.5,0.103238960351974,28.5326229501835,3.11738936316982
"189107",0.384,0.482,0,0.118,0,0,0,0.016,0,0,0,0.519181538,0.322465802,0.261878312,0.627027027,0.5,0.103232156031778,27.274910445042,3.7691536636391
"84322",0.298,0.474,0.004,0.224,0,0,0,0,0,0,0,0.754371353,0.225225488,0.272045089,0.556756757,0.5,0.103222165225955,28.7474245562143,3.00336614308225
"5326",0.326,0.474,0,0.196,0,0,0,0.004,0,0,0,0.694217812,0.243278616,0.265786323,0.52972973,0.5,0.103205741896159,27.8458303938417,3.47602424024298
"157576",0.416,0.48,0,0.08,0,0,0,0.024,0,0,0,0.412487677,0.369118348,0.250839087,0.632432432,0.5,0.103159535334238,26.4772873996634,4.17078310396955
"133979",0.36,0.48,0,0.154,0,0,0,0.006,0,0,0,0.602906247,0.274945724,0.252043429,0.583783784,0.5,0.103156328175519,27.0055743152342,3.90521296879125
"170741",0.366,0.482,0,0.15,0,0,0,0.002,0,0,0,0.590639612,0.268468802,0.232063588,0.589189189,0.5,0.103153207920362,26.8456033461072,3.98593911876979
"1412",0.28,0.448,0.026,0.246,0,0,0,0,0,0,0,0.779669578,0.285853852,0.360547916,0.554054054,0.5,0.103145882601374,27.9036135470251,3.44566325079436
"260004",0.4,0.486,0,0.108,0,0,0,0.006,0,0,0,0.486037526,0.306870532,0.21628316,0.632432432,0.5,0.103140098358286,27.0216700866821,3.89693672179273
"84406",0.332,0.472,0.006,0.19,0,0,0,0,0,0,0,0.676584613,0.257086753,0.27234786,0.559459459,0.5,0.103136708118715,28.0080695631661,3.39141002430328
"126732",0.316,0.468,0.012,0.204,0,0,0,0,0,0,0,0.707495191,0.26546995,0.299731934,0.583783784,0.5,0.103125838598339,27.5603976972569,3.62240473277546
"169935",0.364,0.446,0.036,0.154,0,0,0,0,0,0,0,0.574308998,0.381182596,0.361508428,0.632432432,0.5,0.103090757253131,27.6877249831456,3.55670505457442
"170030",0.376,0.444,0.038,0.142,0,0,0,0,0,0,0,0.542273764,0.396811402,0.360558033,0.635135135,0.5,0.103071391939531,27.659086745525,3.5712889212139
"97244",0.3,0.478,0,0.212,0,0,0,0.01,0,0,0,0.744099292,0.241317624,0.289405917,0.578378378,0.5,0.103064964192907,27.9030739739394,3.44532643311789
"49961",0.336,0.476,0,0.182,0,0,0,0.006,0,0,0,0.666742418,0.256412497,0.267482967,0.551351351,0.5,0.103059958992127,28.0702546469533,3.35849859889307
"189108",0.382,0.482,0,0.12,0,0,0,0.016,0,0,0,0.524754786,0.320962845,0.263478815,0.627027027,0.5,0.10305603244131,27.3120754337851,3.74880206181114
"47348",0.312,0.476,0,0.208,0,0,0,0.004,0,0,0,0.724327321,0.23311976,0.26790329,0.545945946,0.5,0.103046819083516,29.0904733527337,2.81843433205761
"160201",0.416,0.48,0,0.078,0,0,0,0.026,0,0,0,0.407653262,0.375032213,0.254625503,0.637837838,0.5,0.103034414201306,26.6088460441674,4.1038838287632
"127056",0.274,0.462,0.018,0.246,0,0,0,0,0,0,0,0.794690023,0.254177919,0.327780892,0.591891892,0.5,0.103019597184062,27.5680168709351,3.6176602738539
"260003",0.402,0.486,0,0.106,0,0,0,0.006,0,0,0,0.480364827,0.308377019,0.214468852,0.632432432,0.5,0.103015971021529,26.954279345964,3.92997340347874
"223245",0.388,0.484,0,0.118,0,0,0,0.01,0,0,0,0.515726556,0.30873621,0.240564489,0.627027027,0.5,0.10298731669505,27.1503162434065,3.83049788083534
"126643",0.292,0.47,0.01,0.228,0,0,0,0,0,0,0,0.76195809,0.240940782,0.296506182,0.581081081,0.5,0.102986059593077,27.7632275290691,3.51699263283759
"4",0.47,0.474,0,0.056,0,0,0,0,0,0,0,0.315695346,0.337625099,0.130384515,0.518918919,0.25,0.102984253213549,24.5570683225781,5.11046972836255
"253068",0.34,0.468,0.018,0.174,0,0,0,0,0,0,0,0.64108242,0.304127615,0.308157141,0.640540541,0.5,0.102982925279928,28.633355299216,3.0622720909414
"126953",0.278,0.464,0.016,0.242,0,0,0,0,0,0,0,0.787690326,0.250512753,0.320423913,0.589189189,0.5,0.102957359670013,27.5784274917806,3.61182971843995
"85036",0.284,0.46,0.018,0.238,0,0,0,0,0,0,0,0.774810287,0.261698879,0.329013342,0.575675676,0.5,0.102951802204644,27.509147378293,3.64729896757103
"99849",0.34,0.478,0,0.17,0,0,0,0.012,0,0,0,0.647346809,0.276720501,0.282700445,0.583783784,0.5,0.102949190417462,27.2031257115873,3.80337257560202
"43224",0.282,0.454,0.022,0.242,0,0,0,0,0,0,0,0.777325344,0.273711941,0.344985051,0.564864865,0.5,0.102948119368831,27.7878717028471,3.50398596490798
"252997",0.28,0.47,0.016,0.234,0,0,0,0,0,0,0,0.779784166,0.252261936,0.315490437,0.637837838,0.5,0.102943628722344,29.0370647702045,2.84649819775295
"197018",0.312,0.482,0,0.184,0,0,0,0.022,0,0,0,0.697744775,0.285799135,0.317271942,0.643243243,0.5,0.102941615751973,29.2072176212253,2.75466445598453
"190",0.3,0.472,0.002,0.226,0,0,0,0,0,0,0,0.754016332,0.219942635,0.265530793,0.521621622,0.5,0.102933002671978,27.7167639283699,3.54052803826276
"194409",0.28,0.482,0,0.218,0,0,0,0.02,0,0,0,0.775736601,0.255866208,0.318861422,0.637837838,0.5,0.102931830311657,29.051778330778,2.83850323169811
"43731",0.278,0.444,0.032,0.246,0,0,0,0,0,0,0,0.778759448,0.303992587,0.378902962,0.578378378,0.5,0.102924592992832,26.8749991614843,3.96920997672862
"126094",0.38,0.48,0,0.14,0,0,0,0,0,0,0,0.560314831,0.272703204,0.215904872,0.567567568,0.25,0.102923001145384,27.8420990342125,3.47578694028103
"211550",0.356,0.456,0.028,0.16,0,0,0,0,0,0,0,0.597301576,0.348936546,0.337310733,0.637837838,0.5,0.102898516017422,28.1441151236472,3.31881506053045
"47332",0.344,0.476,0,0.176,0,0,0,0.004,0,0,0,0.649908197,0.256701086,0.257107177,0.545945946,0.5,0.102886681915231,28.021817752969,3.38238338747101
"5327",0.324,0.474,0,0.198,0,0,0,0.004,0,0,0,0.698806672,0.241810961,0.26641136,0.52972973,0.5,0.102870361419872,27.8946137601753,3.44822278208387
"260002",0.404,0.486,0,0.104,0,0,0,0.006,0,0,0,0.474666848,0.309883505,0.21261927,0.632432432,0.5,0.102856220001235,26.8873444424158,3.96241471265052
"168550",0.306,0.474,0.008,0.212,0,0,0,0,0,0,0,0.731064414,0.244830112,0.284432909,0.594594595,0.5,0.10285595042315,28.4609180416355,3.15247262713882
"126412",0.35,0.474,0.006,0.17,0,0,0,0,0,0,0,0.631662498,0.270646015,0.263007739,0.575675676,0.5,0.10283910492316,27.3161335220535,3.74498654960753
"210251",0.328,0.482,0.002,0.188,0,0,0,0,0,0,0,0.682710352,0.241533845,0.24974917,0.602702703,0.5,0.10282821146859,29.2471336919042,2.73228836871919
"189109",0.38,0.482,0,0.122,0,0,0,0.016,0,0,0,0.530303695,0.319459889,0.265046561,0.627027027,0.5,0.10281865436683,27.3497866178172,3.72766993573253
"194425",0.248,0.482,0,0.25,0,0,0,0.02,0,0,0,0.846342814,0.231762422,0.319605684,0.637837838,0.5,0.102816770310665,28.5129953262037,3.12473620544238
"211160",0.328,0.464,0.02,0.188,0,0,0,0,0,0,0,0.670647122,0.30140676,0.321863961,0.627027027,0.5,0.102814385798341,28.3997876021925,3.18433983610229
"126226",0.318,0.478,0.002,0.202,0,0,0,0,0,0,0,0.709696338,0.233461301,0.256457114,0.57027027,0.5,0.102779498039297,28.4903208184163,3.13642821755738
"128741",0.336,0.48,0,0.182,0,0,0,0.002,0,0,0,0.667039072,0.245737358,0.248773331,0.572972973,0.5,0.102778758168636,27.796001531116,3.49848497010002
"211349",0.354,0.46,0.024,0.162,0,0,0,0,0,0,0,0.604981709,0.334207043,0.324741544,0.632432432,0.5,0.102768493806121,27.9893777089372,3.39833564357869
"5325",0.328,0.474,0,0.194,0,0,0,0.004,0,0,0,0.689609998,0.244746271,0.265137481,0.52972973,0.5,0.102751042310212,27.7838573114176,3.50453708122665
"23724",0.28,0.474,0,0.228,0,0,0,0.018,0,0,0,0.784737202,0.248485571,0.319638606,0.567567568,0.5,0.102744942958334,28.253849516938,3.26036250802383
"2699",0.33,0.474,0,0.194,0,0,0,0.002,0,0,0,0.686967795,0.240667196,0.256583279,0.524324324,0.5,0.102726106236272,27.2804068709718,3.76226545229996
"70998",0.262,0.476,0,0.24,0,0,0,0.022,0,0,0,0.819062181,0.246718736,0.33016206,0.594594595,0.5,0.10272112300501,27.5951328540296,3.60140074890984
"43326",0.28,0.452,0.024,0.244,0,0,0,0,0,0,0,0.780115336,0.278895067,0.351994668,0.567567568,0.5,0.102664866333943,27.7755614338513,3.50815022824692
"170029",0.378,0.444,0.038,0.14,0,0,0,0,0,0,0,0.537083185,0.398317006,0.359220168,0.635135135,0.5,0.102664583534091,27.6202440451603,3.58806733024352
"260001",0.406,0.486,0,0.102,0,0,0,0.006,0,0,0,0.468943416,0.311389992,0.210733903,0.632432432,0.5,0.102664009359998,26.8208779165424,3.99427723351951
"102487",0.314,0.478,0,0.194,0,0,0,0.014,0,0,0,0.707612593,0.263078281,0.298170301,0.589189189,0.5,0.102652791213385,27.7513083588931,3.52055906115581
"126540",0.296,0.472,0.008,0.224,0,0,0,0,0,0,0,0.754638732,0.237232371,0.287910285,0.578378378,0.5,0.102620951035574,27.9068219554847,3.44000064586127
"126238",0.294,0.478,0.002,0.226,0,0,0,0,0,0,0,0.763038447,0.215658812,0.261414339,0.57027027,0.5,0.102613303533143,28.8133145637765,2.96404031799445
"120877",0.284,0.478,0,0.21,0,0,0,0.028,0,0,0,0.761829165,0.280833113,0.342944247,0.627027027,0.5,0.102574844424656,28.3401137744256,3.21392967208646
"257391",0.376,0.486,0,0.134,0,0,0,0.004,0,0,0,0.555555068,0.282956491,0.228798003,0.627027027,0.5,0.102567768062954,27.4932400910873,3.6523968321079
"13221",0.286,0.474,0,0.23,0,0,0,0.01,0,0,0,0.778205638,0.230544524,0.294845148,0.545945946,0.5,0.102559089730612,29.405260374083,2.64452239599066
"252631",0.406,0.476,0.01,0.108,0,0,0,0,0,0,0,0.473919001,0.327297679,0.234636968,0.62972973,0.5,0.102558315159377,26.7992903504134,4.00424507848513
"85238",0.284,0.456,0.022,0.238,0,0,0,0,0,0,0,0.772079457,0.275012797,0.343172863,0.581081081,0.5,0.102553361263831,27.2085932666848,3.7973715916653
"191795",0.258,0.482,0,0.242,0,0,0,0.018,0,0,0,0.826480327,0.233529256,0.314265942,0.632432432,0.5,0.102547445074051,28.4591295169475,3.15119186516875
"252257",0.346,0.484,0.002,0.168,0,0,0,0,0,0,0,0.637052332,0.255491131,0.240540934,0.618918919,0.5,0.102546948869675,28.4889743981166,3.13546759028968
"160220",0.378,0.48,0,0.116,0,0,0,0.026,0,0,0,0.520213572,0.346425735,0.292315845,0.637837838,0.5,0.102531121024873,27.5250676485985,3.63581600128616
"94616",0.306,0.478,0,0.208,0,0,0,0.008,0,0,0,0.732432501,0.240122672,0.281643501,0.572972973,0.5,0.102527544509488,28.2454842598074,3.26313535326278
"189110",0.378,0.482,0,0.124,0,0,0,0.016,0,0,0,0.535828426,0.317956932,0.26658193,0.627027027,0.5,0.102518745125592,27.3880390316577,3.70575223666907
"102479",0.33,0.478,0,0.178,0,0,0,0.014,0,0,0,0.669273323,0.274988968,0.292688056,0.589189189,0.5,0.102510578096312,27.4534746642067,3.67227509737554
"253001",0.272,0.47,0.016,0.242,0,0,0,0,0,0,0,0.796862565,0.246228929,0.315837678,0.637837838,0.5,0.102509998676667,28.9034675182697,2.9151953885192
"5328",0.322,0.474,0,0.2,0,0,0,0.004,0,0,0,0.70337668,0.240343306,0.267012697,0.52972973,0.5,0.102500057735904,27.9429515280575,3.42037107827962
"296768",0.402,0.488,0,0.108,0,0,0,0.002,0,0,0,0.484390945,0.297473303,0.198583594,0.637837838,0.5,0.102482960313013,27.0845630480971,3.85968428483333
"296767",0.404,0.488,0,0.106,0,0,0,0.002,0,0,0,0.478734785,0.298982438,0.196767807,0.637837838,0.5,0.102482506902912,27.0193439456684,3.89267139682597
"169678",0.272,0.452,0.03,0.246,0,0,0,0,0,0,0,0.789647311,0.292259289,0.367301847,0.624324324,0.5,0.102480791759282,27.8712773206441,3.45731480389909
"296766",0.406,0.488,0,0.104,0,0,0,0.002,0,0,0,0.47305342,0.300491572,0.194916974,0.637837838,0.5,0.102443865408022,26.9545935774855,3.92505149148954
"260000",0.408,0.486,0,0.1,0,0,0,0.006,0,0,0,0.463194355,0.312896479,0.208812217,0.632432432,0.5,0.102442386682012,26.7548926287176,4.02557701672719
"296769",0.4,0.488,0,0.11,0,0,0,0.002,0,0,0,0.49002207,0.295964169,0.200364825,0.637837838,0.5,0.102441875503115,27.1502378754271,3.82607279977793
"7978",0.272,0.474,0,0.248,0,0,0,0.006,0,0,0,0.810611766,0.209163357,0.282057135,0.535135135,0.5,0.102440320404873,30.1506147680034,2.22987634849309
"220645",0.338,0.484,0,0.17,0,0,0,0.008,0,0,0,0.650059662,0.26534463,0.265579212,0.621621622,0.5,0.10243606682526,28.7374942637295,3.00316240583458
"299450",0.288,0.488,0,0.22,0,0,0,0.004,0,0,0,0.768021937,0.217234136,0.262488283,0.643243243,0.5,0.10243583057557,29.6040190704797,2.53481103701974
"136605",0.358,0.48,0,0.154,0,0,0,0.008,0,0,0,0.605120459,0.279177478,0.259573352,0.589189189,0.5,0.102422692257786,27.1901496899755,3.80566912593817
"92000",0.288,0.478,0,0.228,0,0,0,0.006,0,0,0,0.774163957,0.221151708,0.277831083,0.567567568,0.5,0.102418050765163,28.9644151357195,2.88193996418243
"139268",0.282,0.48,0,0.228,0,0,0,0.01,0,0,0,0.782500295,0.228236696,0.290400074,0.594594595,0.5,0.10240140697026,28.2583005759496,3.25550347990589
"128356",0.3,0.436,0.044,0.22,0,0,0,0,0,0,0,0.721392702,0.359442238,0.411896957,0.627027027,0.5,0.102397767312792,27.5763227318146,3.60850230911926
"123471",0.346,0.478,0,0.146,0,0,0,0.03,0,0,0,0.604360865,0.333215074,0.32563154,0.632432432,0.5,0.102390768605531,27.9859240892392,3.39726723202745
"168423",0.358,0.476,0.006,0.16,0,0,0,0,0,0,0,0.609576313,0.276933192,0.256969828,0.591891892,0.5,0.102387150880217,27.3346022413647,3.73193432176877
"31598",0.282,0.474,0,0.22,0,0,0,0.024,0,0,0,0.774706312,0.266907599,0.336017175,0.583783784,0.5,0.102382730216446,27.2794860624672,3.75995319064275
"173370",0.358,0.482,0,0.156,0,0,0,0.004,0,0,0,0.608122027,0.268233166,0.244209212,0.594594595,0.5,0.10237189216496,27.3775641544651,3.70991606186872
"296765",0.408,0.488,0,0.102,0,0,0,0.002,0,0,0,0.467346677,0.302000706,0.193030586,0.637837838,0.5,0.102370264417442,26.8903252727693,3.95684128925047
"170276",0.288,0.44,0.042,0.23,0,0,0,0,0,0,0,0.747533591,0.343666931,0.405189512,0.640540541,0.5,0.102366547974879,28.048404085553,3.36465156879588
"296770",0.398,0.488,0,0.112,0,0,0,0.002,0,0,0,0.495628328,0.294455035,0.20211197,0.637837838,0.5,0.102355773679608,27.2163557337427,3.79181888798672
"42217",0.276,0.474,0.002,0.248,0,0,0,0,0,0,0,0.80343839,0.202269879,0.266095904,0.537837838,0.5,0.102342924720154,30.531067731928,2.01156039823434
"126437",0.3,0.474,0.006,0.22,0,0,0,0,0,0,0,0.747246392,0.23351337,0.2788866,0.575675676,0.5,0.102325556918833,28.1500050945607,3.31147635408376
"128645",0.328,0.43,0.05,0.192,0,0,0,0,0,0,0,0.654095113,0.400158856,0.424008138,0.635135135,0.5,0.102319240401045,27.901814743769,3.44028678030404
"120856",0.326,0.478,0,0.168,0,0,0,0.028,0,0,0,0.659675601,0.312358133,0.330890229,0.627027027,0.5,0.10231496174202,28.194358234018,3.28826764550011
